x,y
-0.10000000000000142,-0.17863300910677804
-0.1999999999999993,-0.27074421323370856
-0.3000000000000007,-0.24897635102256999
-0.40000000000000213,-0.2065227454068097
-0.5,-0.21627327820015196
-0.5999999999999996,-0.2199095473575321
-0.6999999999999993,-0.22635139495048495
-0.8000000000000007,-0.23376726535263614
-0.9000000000000004,-0.24046737158052434
-1,-0.24581783681363234
-1.1000000000000014,-0.2325283118520769
-1.1999999999999993,-0.26239235189660004
-1.3000000000000007,-0.16105555914246583
-1.4000000000000021,-0.17548180263002067
-1.5,-0.19147660949435874
-1.5999999999999996,-0.208189240737628
-1.700000000000001,-0.22476895736197466
-1.8000000000000007,-0.24036502036954843
-1.9000000000000004,-0.2541266907624937
-2,-0.2671344452954765
-2.0999999999999996,-0.31175418644757613
-2.200000000000001,-0.3144426538911773
-2.3000000000000007,-0.31207232432155596
-2.4000000000000004,-0.30790758953935526
-2.5000000000000018,-0.3024681605674937
-2.6000000000000014,-0.2962737484288951
-2.700000000000001,-0.28984406414648145
-2.8000000000000007,-0.28369881874317127
-2.9000000000000004,-0.27835772324188834
-3.0000000000000018,-0.26938392457579496
-3.1000000000000014,-0.2823455942420061
-3.200000000000001,-0.2899487822593363
-3.3000000000000025,-0.3009999669874883
-3.400000000000002,-0.3201505594593348
-3.5000000000000018,-0.32473311779579284
-3.6000000000000014,-0.33068762920495054
-3.700000000000001,-0.3370654798490156
-3.8000000000000025,-0.34291805589020274
-3.900000000000002,-0.34872407923280146
-4.000000000000002,-0.332164644547702
-4.100000000000001,-0.3853875003590428
-4.200000000000001,-0.3891984287139403
-4.300000000000001,-0.4253679894805993
-4.4,-0.4818946762285883
-4.5,-0.5399782572741927
-4.6,-0.5927254235866117
-4.699999999999999,-0.5721759203563703
-4.799999999999999,-0.6954475559522937
-4.899999999999999,-0.8457214052600968
-4.999999999999998,-1.054172082797355
-5.099999999999998,-1.2356999813822824
-5.1999999999999975,-1.3268825850484234
-5.299999999999997,-2.1060242245158456
-5.399999999999997,-3.0842928196624513
-5.4999999999999964,-4.50576457390639
-5.599999999999996,-4.923864838394762
-5.699999999999996,-6.959536761880724
-5.799999999999995,-8.702961005383859
