            Время    Канал: 0    Канал: 1 
              119     -1.9214      0.1587 
              120     -1.9312      0.2783 
              120     -1.8799      0.3784 
              120     -1.8799      0.4883 
              120     -1.8896      0.5688 
              120     -1.9214      0.6885 
              120     -1.8604      0.7861 
              120     -1.8701      0.8765 
              120     -1.8506      0.9570 
              120     -1.7822      1.0645 
              120     -1.7700      1.1450 
              121     -1.6724      1.2256 
              121     -1.5527      1.2939 
              121     -1.4624      1.3647 
              121     -1.3135      1.4136 
              121     -1.2134      1.4844 
              121     -1.1035      1.5527 
              121     -1.0156      1.6040 
              121     -0.9351      1.6724 
              121     -0.8643      1.7236 
              121     -0.8252      1.7725 
              122     -0.7666      1.8408 
              122     -0.7251      1.8823 
              122     -0.6665      1.9312 
              122     -0.6372      2.0020 
              122     -0.5859      2.0215 
              122     -0.5566      2.0898 
              122     -0.5176      2.1411 
              122     -0.4980      2.2095 
              122     -0.4272      2.2705 
              122     -0.4175      2.3389 
              123     -0.3882      2.4292 
              123     -0.3687      2.5098 
              123     -0.3174      2.5879 
              123     -0.3271      2.6782 
              123     -0.2686      2.7368 
              123     -0.2393      2.7979 
              123     -0.2075      2.8467 
              123     -0.1782      2.9175 
              123     -0.1489      2.9663 
              123     -0.1294      3.0078 
              124     -0.0879      3.0859 
              124     -0.0488      3.1250 
              124     -0.0098      3.1665 
              124     -0.0098      3.2251 
              124      0.0293      3.2764 
              124      0.0415      3.3154 
              124      0.0903      3.3447 
              124      0.0708      3.3838 
              124      0.1196      3.4351 
              124      0.1709      3.4546 
              125      0.1489      3.5034 
              125      0.2100      3.5254 
              125      0.2100      3.5352 
              125      0.2686      3.5938 
              125      0.2783      3.5938 
              125      0.2783      3.6230 
              125      0.3198      3.6426 
              125      0.2881      3.6426 
              125      0.3198      3.6426 
              125      0.3491      3.6548 
              126      0.3296      3.6646 
              126      0.3687      3.6230 
              126      0.3589      3.6230 
              126      0.3394      3.5034 
              126      0.3394      3.4155 
              126      0.3198      3.3154 
              126      0.3491      3.2251 
              126      0.3296      3.1250 
              126      0.3296      3.0273 
              126      0.3491      2.9370 
              127      0.3394      2.8564 
              127      0.3198      2.7783 
              127      0.3198      2.6880 
              127      0.3491      2.5977 
              127      0.3198      2.5098 
              127      0.3198      2.4292 
              127      0.3296      2.3291 
              127      0.3296      2.2412 
              127      0.3296      2.1606 
              127      0.3003      2.0605 
              128      0.3198      1.9604 
              128      0.3003      1.8726 
              128      0.3101      1.7627 
              128      0.3101      1.6333 
              128      0.3296      1.5332 
              128      0.2881      1.4233 
              128      0.2783      1.2939 
              128      0.3003      1.1646 
              128      0.3101      1.0449 
              128      0.3003      0.9058 
              129      0.3003      0.7764 
              129      0.2881      0.6470 
              129      0.2686      0.5469 
              129      0.2783      0.4492 
              129      0.2881      0.3394 
              129      0.2588      0.2393 
              129      0.2686      0.1392 
              129      0.2588      0.0415 
              129      0.2490     -0.0684 
              129      0.2686     -0.1685 
              130      0.2588     -0.2686 
              130      0.2686     -0.3687 
              130      0.2197     -0.4761 
              130      0.2588     -0.5664 
              130      0.2295     -0.6958 
              130      0.2393     -0.7666 
              130      0.2295     -0.8765 
              130      0.2100     -0.9741 
              130      0.1196     -1.0547 
              130      0.1001     -1.1548 
              131      0.0195     -1.2329 
              131     -0.1196     -1.3232 
              131     -0.2075     -1.3940 
              131     -0.3589     -1.4624 
              131     -0.4980     -1.5332 
              131     -0.5957     -1.5820 
              131     -0.6958     -1.6406 
              131     -0.7666     -1.7017 
              131     -0.8252     -1.7407 
              131     -0.9253     -1.7822 
              132     -0.9546     -1.8213 
              132     -0.9839     -1.8896 
              132     -1.0742     -1.9312 
              132     -1.1035     -1.9800 
              132     -1.1230     -2.0605 
              132     -1.1841     -2.0996 
              132     -1.1938     -2.1606 
              132     -1.2427     -2.2290 
              132     -1.2329     -2.2900 
              132     -1.2646     -2.3682 
              133     -1.3037     -2.4194 
              133     -1.3428     -2.5073 
              133     -1.3721     -2.5684 
              133     -1.4038     -2.6465 
              133     -1.4233     -2.7075 
              133     -1.4722     -2.7661 
              133     -1.4819     -2.8174 
              133     -1.5234     -2.8857 
              133     -1.5527     -2.9248 
              133     -1.5527     -2.9761 
              134     -1.6016     -3.0444 
              134     -1.6211     -3.0859 
              134     -1.6309     -3.1348 
              134     -1.6406     -3.1958 
              134     -1.6821     -3.2446 
              134     -1.7114     -3.2935 
              134     -1.7505     -3.3350 
              134     -1.7700     -3.3740 
              134     -1.7920     -3.4131 
              134     -1.8115     -3.4424 
              135     -1.8506     -3.4839 
              135     -1.8896     -3.5229 
              135     -1.8896     -3.5522 
              135     -1.8994     -3.5718 
              135     -1.9312     -3.5938 
              135     -1.9312     -3.6133 
              135     -1.9507     -3.6426 
              135     -1.9604     -3.6523 
              135     -1.9995     -3.6523 
              135     -1.9702     -3.6719 
              136     -1.9995     -3.6523 
              136     -1.9995     -3.6426 
              136     -1.9897     -3.6328 
              136     -1.9995     -3.5840 
              136     -1.9995     -3.4546 
              136     -1.9800     -3.3350 
              136     -1.9995     -3.2544 
              136     -1.9702     -3.1445 
              136     -1.9995     -3.0542 
              136     -1.9702     -2.9663 
              137     -2.0093     -2.8760 
              137     -1.9409     -2.7954 
              137     -1.9995     -2.7075 
              137     -1.9702     -2.6074 
              137     -1.9702     -2.5366 
              137     -1.9507     -2.4487 
              137     -1.9604     -2.3584 
              137     -1.9507     -2.2681 
              137     -1.9897     -2.1606 
              137     -1.9604     -2.0801 
              138     -1.9702     -1.9800 
              138     -1.9800     -1.8799 
              138     -1.9897     -1.7700 
              138     -1.9409     -1.6724 
              138     -1.9604     -1.5723 
              138     -1.9507     -1.4331 
              138     -1.9409     -1.3232 
              138     -1.9507     -1.1938 
              138     -1.9507     -1.0449 
              138     -1.9409     -0.9448 
              139     -1.9604     -0.8154 
              139     -1.9312     -0.6958 
              139     -1.9507     -0.5664 
              139     -1.9312     -0.4761 
              139     -1.9214     -0.3467 
              139     -1.9214     -0.2490 
              139     -1.9409     -0.1489 
              139     -1.9312     -0.0391 
              139     -1.9312      0.0610 
              139     -1.9116      0.1489 
              140     -1.8896      0.2490 
              140     -1.9312      0.3589 
              140     -1.9116      0.4688 
              140     -1.8799      0.5884 
              140     -1.8896      0.6567 
              140     -1.8799      0.7666 
              140     -1.8604      0.8667 
              140     -1.8408      0.9766 
              140     -1.8115      1.0547 
              140     -1.7407      1.1353 
              141     -1.6821      1.2158 
              141     -1.5625      1.2939 
              141     -1.4526      1.3550 
              141     -1.3135      1.4331 
              141     -1.2134      1.4746 
              141     -1.1353      1.5430 
              141     -1.0352      1.6235 
              141     -0.9448      1.6626 
              141     -0.9058      1.7114 
              141     -0.8252      1.7627 
              142     -0.7471      1.8213 
              142     -0.7251      1.8823 
              142     -0.6763      1.9214 
              142     -0.6470      1.9727 
              142     -0.5762      2.0313 
              142     -0.5566      2.0898 
              142     -0.5176      2.1411 
              142     -0.4761      2.1997 
              142     -0.4468      2.2510 
              142     -0.4272      2.3193 
              143     -0.3784      2.3999 
              143     -0.3784      2.4683 
              143     -0.3369      2.5781 
              143     -0.2881      2.6587 
              143     -0.2686      2.7075 
              143     -0.2173      2.7783 
              143     -0.2295      2.8271 
              143     -0.1978      2.8882 
              143     -0.1489      2.9370 
              143     -0.0879      2.9956 
              144     -0.0684      3.0566 
              144     -0.0684      3.1055 
              144     -0.0391      3.1665 
              144     -0.0098      3.2153 
              144      0.0000      3.2446 
              144      0.0513      3.2959 
              144      0.0708      3.3350 
              144      0.1099      3.3960 
              144      0.1709      3.4253 
              144      0.1489      3.4644 
              145      0.1587      3.5034 
              145      0.2197      3.5254 
              145      0.2393      3.5547 
              145      0.2686      3.5840 
              145      0.2783      3.5938 
              145      0.2783      3.6133 
              145      0.3296      3.6230 
              145      0.3198      3.6426 
              145      0.3394      3.6548 
              145      0.3491      3.6548 
              146      0.3589      3.6548 
              146      0.3491      3.6328 
              146      0.3589      3.6035 
              146      0.3589      3.5449 
              146      0.3491      3.4155 
              146      0.3394      3.3252 
              146      0.3589      3.2251 
              146      0.3687      3.1250 
              146      0.3296      3.0469 
              146      0.3687      2.9468 
              147      0.3296      2.8662 
              147      0.3296      2.7686 
              147      0.3394      2.6978 
              147      0.3296      2.6074 
              147      0.3491      2.5195 
              147      0.3198      2.4390 
              147      0.3394      2.3389 
              147      0.3101      2.2510 
              147      0.3296      2.1509 
              147      0.3198      2.0801 
              148      0.3296      1.9604 
              148      0.3198      1.8823 
              148      0.3296      1.7725 
              148      0.2881      1.6528 
              148      0.2783      1.5332 
              148      0.3296      1.4233 
              148      0.3101      1.2842 
              148      0.2881      1.1646 
              148      0.3003      1.0254 
              148      0.3003      0.9058 
              149      0.2686      0.7861 
              149      0.3198      0.6885 
              149      0.3003      0.5688 
              149      0.2881      0.4688 
              149      0.2490      0.3394 
              149      0.2686      0.2588 
              149      0.2881      0.1489 
              149      0.2783      0.0415 
              149      0.2686     -0.0488 
              149      0.2881     -0.1587 
              150      0.2783     -0.2686 
              150      0.2490     -0.3687 
              150      0.2686     -0.4468 
              150      0.2490     -0.5664 
              150      0.2295     -0.6665 
              150      0.2295     -0.7764 
              150      0.2197     -0.8643 
              150      0.2002     -0.9546 
              150      0.1709     -1.0547 
              150      0.1196     -1.1548 
              151      0.0415     -1.2329 
              151     -0.0879     -1.3135 
              151     -0.1880     -1.4038 
              151     -0.3174     -1.4722 
              151     -0.4883     -1.5332 
              151     -0.5762     -1.5820 
              151     -0.6860     -1.6406 
              151     -0.7666     -1.6919 
              151     -0.8252     -1.7310 
              151     -0.8643     -1.7822 
              152     -0.9546     -1.8311 
              152     -0.9546     -1.8701 
              152     -1.0352     -1.9214 
              152     -1.0840     -1.9897 
              152     -1.1353     -2.0410 
              152     -1.1450     -2.0996 
              152     -1.1841     -2.1606 
              152     -1.2329     -2.2095 
              152     -1.2524     -2.2583 
              152     -1.2842     -2.3291 
              153     -1.3135     -2.3975 
              153     -1.3135     -2.4585 
              153     -1.3428     -2.5488 
              153     -1.4038     -2.6172 
              153     -1.4233     -2.6978 
              153     -1.4526     -2.7466 
              153     -1.4917     -2.8174 
              153     -1.5015     -2.8662 
              153     -1.5332     -2.9150 
              153     -1.5820     -2.9761 
              154     -1.5723     -3.0151 
              154     -1.6309     -3.0762 
              154     -1.6309     -3.1250 
              154     -1.6821     -3.1836 
              154     -1.6724     -3.2153 
              154     -1.7017     -3.2739 
              154     -1.7114     -3.3130 
              154     -1.8018     -3.3643 
              154     -1.7920     -3.4131 
              154     -1.7920     -3.4326 
              155     -1.8408     -3.4839 
              155     -1.8408     -3.5229 
              155     -1.8896     -3.5522 
              155     -1.8896     -3.5718 
              155     -1.9409     -3.6035 
              155     -1.9409     -3.6230 
              155     -1.9604     -3.6426 
              155     -1.9409     -3.6426 
              155     -1.9897     -3.6621 
              155     -1.9897     -3.6621 
              156     -1.9800     -3.6621 
              156     -1.9800     -3.6426 
              156     -1.9604     -3.6230 
              156     -2.0093     -3.5840 
              156     -2.0093     -3.4546 
              156     -2.0288     -3.3545 
              156     -1.9604     -3.2642 
              156     -1.9897     -3.1543 
              156     -1.9995     -3.0664 
              156     -1.9409     -2.9858 
              157     -1.9800     -2.8955 
              157     -1.9800     -2.7954 
              157     -1.9702     -2.7271 
              157     -1.9702     -2.6172 
              157     -1.9604     -2.5488 
              157     -1.9409     -2.4390 
              157     -1.9800     -2.3584 
              157     -1.9800     -2.2681 
              157     -1.9507     -2.1802 
              157     -1.9604     -2.0703 
              158     -1.9702     -1.9995 
              158     -1.9116     -1.8896 
              158     -1.9507     -1.7920 
              158     -1.9409     -1.6821 
              158     -1.9604     -1.5625 
              158     -1.9507     -1.4526 
              158     -1.9116     -1.3135 
              158     -1.9604     -1.1841 
              158     -1.9507     -1.0645 
              158     -1.9214     -0.9253 
              159     -1.8994     -0.8057 
              159     -1.9116     -0.6958 
              159     -1.9116     -0.5859 
              159     -1.8994     -0.4663 
              159     -1.9507     -0.3784 
              159     -1.9116     -0.2588 
              159     -1.9409     -0.1489 
              159     -1.9214     -0.0781 
              159     -1.9116      0.0415 
              159     -1.8799      0.1392 
              160     -1.9116      0.2490 
              160     -1.8896      0.3491 
              160     -1.8896      0.4492 
              160     -1.8896      0.5591 
              160     -1.8896      0.6470 
              160     -1.8701      0.7764 
              160     -1.8506      0.8765 
              160     -1.8311      0.9570 
              160     -1.7920      1.0352 
              160     -1.7700      1.1060 
              161     -1.6919      1.1938 
              161     -1.6016      1.2744 
              161     -1.4526      1.3452 
              161     -1.3330      1.4136 
              161     -1.2134      1.4746 
              161     -1.1133      1.5332 
              161     -1.0156      1.6040 
              161     -0.9546      1.6528 
              161     -0.8643      1.7114 
              161     -0.8057      1.7627 
              162     -0.7764      1.8115 
              162     -0.7471      1.8628 
              162     -0.6665      1.9312 
              162     -0.6372      1.9824 
              162     -0.6055      2.0215 
              162     -0.5566      2.0703 
              162     -0.4980      2.1313 
              162     -0.4663      2.1899 
              162     -0.4272      2.2607 
              162     -0.4272      2.3291 
              163     -0.3784      2.3901 
              163     -0.3784      2.4683 
              163     -0.3174      2.5684 
              163     -0.2979      2.6489 
              163     -0.2783      2.7075 
              163     -0.2686      2.7783 
              163     -0.1978      2.8271 
              163     -0.1880      2.8882 
              163     -0.1392      2.9272 
              163     -0.1294      3.0078 
              164     -0.0879      3.0469 
              164     -0.0781      3.1055 
              164     -0.0293      3.1567 
              164     -0.0098      3.1958 
              164      0.0293      3.2446 
              164      0.0415      3.2959 
              164      0.1001      3.3350 
              164      0.1196      3.3740 
              164      0.1196      3.4155 
              164      0.1807      3.4448 
              165      0.1807      3.4839 
              165      0.2197      3.5132 
              165      0.2490      3.5449 
              165      0.2783      3.5742 
              165      0.2490      3.5840 
              165      0.3198      3.6133 
              165      0.3101      3.6133 
              165      0.3101      3.6548 
              165      0.3491      3.6743 
              165      0.3296      3.6548 
              166      0.3491      3.6646 
              166      0.3784      3.6328 
              166      0.3394      3.6133 
              166      0.3784      3.5547 
              166      0.3589      3.4253 
              166      0.3491      3.3154 
              166      0.3589      3.2251 
              166      0.3589      3.1372 
              166      0.3589      3.0469 
              166      0.3491      2.9565 
              167      0.3491      2.8662 
              167      0.3394      2.8076 
              167      0.3491      2.6978 
              167      0.3491      2.5977 
              167      0.3198      2.5293 
              167      0.3296      2.4292 
              167      0.3394      2.3291 
              167      0.3198      2.2607 
              167      0.3198      2.1704 
              167      0.3394      2.0801 
              168      0.3101      1.9824 
              168      0.3394      1.8921 
              168      0.3394      1.7822 
              168      0.3198      1.6821 
              168      0.3296      1.5430 
              168      0.3003      1.4526 
              168      0.3296      1.3135 
              168      0.3101      1.1938 
              168      0.3101      1.0645 
              168      0.3003      0.9058 
              169      0.3003      0.7959 
              169      0.3198      0.6885 
              169      0.2783      0.5591 
              169      0.3003      0.4688 
              169      0.3003      0.3687 
              169      0.3101      0.2588 
              169      0.3198      0.1709 
              169      0.3003      0.0513 
              169      0.2783     -0.0488 
              169      0.2783     -0.1392 
              170      0.2588     -0.2490 
              170      0.2881     -0.3467 
              170      0.2490     -0.4565 
              170      0.2490     -0.5566 
              170      0.2588     -0.6470 
              170      0.2197     -0.7666 
              170      0.1904     -0.8643 
              170      0.1709     -0.9448 
              170      0.1709     -1.0449 
              170      0.1196     -1.1450 
              171      0.0610     -1.2231 
              171     -0.0781     -1.3232 
              171     -0.1880     -1.3818 
              171     -0.3174     -1.4624 
              171     -0.4468     -1.5112 
              171     -0.5469     -1.5723 
              171     -0.6860     -1.6309 
              171     -0.7349     -1.6821 
              171     -0.8057     -1.7310 
              171     -0.8862     -1.7700 
              172     -0.9448     -1.8115 
              172     -0.9839     -1.8799 
              172     -1.0156     -1.9214 
              172     -1.0742     -1.9800 
              172     -1.0938     -2.0093 
              172     -1.1548     -2.0801 
              172     -1.1938     -2.1606 
              172     -1.2329     -2.2192 
              172     -1.2646     -2.2681 
              172     -1.2744     -2.3486 
              173     -1.3037     -2.3975 
              173     -1.3623     -2.4780 
              173     -1.3428     -2.5488 
              173     -1.3721     -2.6172 
              173     -1.4136     -2.6978 
              173     -1.4526     -2.7368 
              173     -1.4331     -2.7954 
              173     -1.5015     -2.8564 
              173     -1.5234     -2.9053 
              173     -1.5527     -2.9858 
              174     -1.5918     -3.0249 
              174     -1.5723     -3.0762 
              174     -1.6406     -3.1250 
              174     -1.6724     -3.1958 
              174     -1.6724     -3.2349 
              174     -1.6821     -3.2837 
              174     -1.7114     -3.3252 
              174     -1.7505     -3.3643 
              174     -1.7603     -3.4033 
              174     -1.8018     -3.4546 
              175     -1.8311     -3.4937 
              175     -1.8408     -3.5034 
              175     -1.8604     -3.5327 
              175     -1.8994     -3.5840 
              175     -1.8994     -3.5938 
              175     -1.9214     -3.6133 
              175     -1.9214     -3.6523 
              175     -1.9507     -3.6523 
              175     -1.9604     -3.6621 
              175     -1.9604     -3.6621 
              176     -1.9604     -3.6621 
              176     -1.9800     -3.6426 
              176     -1.9897     -3.6328 
              176     -1.9800     -3.5840 
              176     -1.9897     -3.4644 
              176     -1.9800     -3.3545 
              176     -1.9604     -3.2739 
              176     -2.0093     -3.1641 
              176     -1.9800     -3.0762 
              176     -1.9800     -2.9858 
              177     -2.0093     -2.9053 
              177     -1.9897     -2.8174 
              177     -1.9604     -2.7173 
              177     -1.9800     -2.6270 
              177     -1.9702     -2.5488 
              177     -1.9507     -2.4487 
              177     -1.9507     -2.3584 
              177     -1.9507     -2.2681 
              177     -1.9409     -2.1802 
              177     -1.9507     -2.0898 
              178     -1.9800     -1.9897 
              178     -1.9409     -1.9116 
              178     -1.9507     -1.7920 
              178     -1.9312     -1.6919 
              178     -1.9507     -1.5820 
              178     -1.9214     -1.4526 
              178     -1.9409     -1.3428 
              178     -1.9312     -1.2036 
              178     -1.9312     -1.0840 
              178     -1.9409     -0.9448 
              179     -1.9507     -0.8252 
              179     -1.9214     -0.7153 
              179     -1.9214     -0.5957 
              179     -1.9214     -0.4761 
              179     -1.9312     -0.3784 
              179     -1.9214     -0.2783 
              179     -1.9214     -0.1880 
              179     -1.9116     -0.0586 
              179     -1.8994      0.0415 
              179     -1.8799      0.1392 
              180     -1.8799      0.2490 
              180     -1.8994      0.3589 
              180     -1.8701      0.4492 
              180     -1.8604      0.5371 
              180     -1.8701      0.6372 
              180     -1.8506      0.7666 
              180     -1.8408      0.8569 
              180     -1.8408      0.9473 
              180     -1.7822      1.0352 
              180     -1.7407      1.1255 
              181     -1.6919      1.1938 
              181     -1.5625      1.2646 
              181     -1.4819      1.3354 
              181     -1.3330      1.4136 
              181     -1.2231      1.4941 
              181     -1.1133      1.5430 
              181     -1.0449      1.5942 
              181     -0.9351      1.6528 
              181     -0.8447      1.7114 
              181     -0.8252      1.7725 
              182     -0.7568      1.8018 
              182     -0.6860      1.8530 
              182     -0.6763      1.9116 
              182     -0.6372      1.9604 
              182     -0.5957      2.0117 
              182     -0.5469      2.0898 
              182     -0.5078      2.1411 
              182     -0.4883      2.1997 
              182     -0.4175      2.2607 
              182     -0.4077      2.3193 
              183     -0.3687      2.3999 
              183     -0.3687      2.4902 
              183     -0.3174      2.5684 
              183     -0.2783      2.6489 
              183     -0.2783      2.7075 
              183     -0.2490      2.7783 
              183     -0.1978      2.8271 
              183     -0.1978      2.8979 
              183     -0.1294      2.9468 
              183     -0.1099      2.9956 
              184     -0.1001      3.0566 
              184     -0.0684      3.1055 
              184      0.0000      3.1470 
              184      0.0195      3.2153 
              184      0.0293      3.2544 
              184      0.0708      3.3154 
              184      0.1001      3.3447 
              184      0.0903      3.3960 
              184      0.1489      3.4448 
              184      0.1709      3.4644 
              185      0.1904      3.4937 
              185      0.2295      3.5132 
              185      0.2588      3.5352 
              185      0.2490      3.5742 
              185      0.2783      3.6035 
              185      0.3198      3.6230 
              185      0.3589      3.6230 
              185      0.3491      3.6548 
              185      0.3589      3.6646 
              185      0.3687      3.6646 
              186      0.3784      3.6426 
              186      0.3784      3.6426 
              186      0.3491      3.6035 
              186      0.3589      3.5645 
              186      0.3687      3.4253 
              186      0.3589      3.3252 
              186      0.3589      3.2446 
              186      0.3491      3.1372 
              186      0.3589      3.0469 
              186      0.3687      2.9663 
              187      0.3589      2.8662 
              187      0.3589      2.7979 
              187      0.3491      2.6978 
              187      0.3491      2.6074 
              187      0.3687      2.5195 
              187      0.3687      2.4390 
              187      0.3589      2.3486 
              187      0.3491      2.2803 
              187      0.3394      2.1802 
              187      0.3296      2.0801 
              188      0.3198      2.0020 
              188      0.3296      1.8921 
              188      0.3198      1.7822 
              188      0.3198      1.6821 
              188      0.3296      1.5527 
              188      0.3296      1.4429 
              188      0.3394      1.3135 
              188      0.3394      1.1938 
              188      0.3198      1.0547 
              188      0.3101      0.9253 
              189      0.3003      0.8057 
              189      0.2783      0.6885 
              189      0.3101      0.5688 
              189      0.2783      0.4688 
              189      0.3296      0.3589 
              189      0.2783      0.2490 
              189      0.3003      0.1709 
              189      0.2881      0.0415 
              189      0.2783     -0.0098 
              189      0.2686     -0.1294 
              190      0.2783     -0.2393 
              190      0.3003     -0.3369 
              190      0.2686     -0.4565 
              190      0.2686     -0.5664 
              190      0.2588     -0.6567 
              190      0.2393     -0.7568 
              190      0.2100     -0.8643 
              190      0.1807     -0.9448 
              190      0.1807     -1.0449 
              190      0.1392     -1.1133 
              191      0.0610     -1.2134 
              191     -0.0781     -1.2842 
              191     -0.1782     -1.3818 
              191     -0.2881     -1.4429 
              191     -0.4468     -1.5234 
              191     -0.5664     -1.5820 
              191     -0.6372     -1.6211 
              191     -0.7153     -1.6821 
              191     -0.8252     -1.7407 
              191     -0.8447     -1.7822 
              192     -0.9448     -1.8213 
              192     -0.9937     -1.8896 
              192     -1.0352     -1.9214 
              192     -1.0840     -1.9702 
              192     -1.1035     -2.0410 
              192     -1.1646     -2.0898 
              192     -1.1938     -2.1606 
              192     -1.2134     -2.1899 
              192     -1.2524     -2.2681 
              192     -1.2646     -2.3486 
              193     -1.3135     -2.3975 
              193     -1.3330     -2.4976 
              193     -1.3330     -2.5879 
              193     -1.3721     -2.6270 
              193     -1.4038     -2.6978 
              193     -1.4136     -2.7563 
              193     -1.4624     -2.8076 
              193     -1.4722     -2.8564 
              193     -1.5332     -2.9053 
              193     -1.5527     -2.9663 
              194     -1.5918     -3.0151 
              194     -1.5918     -3.0664 
              194     -1.6113     -3.1348 
              194     -1.6528     -3.1836 
              194     -1.6528     -3.2349 
              194     -1.6919     -3.2739 
              194     -1.7212     -3.3252 
              194     -1.7700     -3.3545 
              194     -1.7822     -3.4033 
              194     -1.8018     -3.4424 
              195     -1.8115     -3.4839 
              195     -1.8311     -3.5034 
              195     -1.8701     -3.5425 
              195     -1.8799     -3.5718 
              195     -1.8994     -3.5938 
              195     -1.9214     -3.6230 
              195     -1.9312     -3.6426 
              195     -1.9604     -3.6426 
              195     -1.9702     -3.6621 
              195     -1.9507     -3.6621 
              196     -1.9604     -3.6621 
              196     -1.9702     -3.6523 
              196     -1.9702     -3.6328 
              196     -1.9702     -3.5840 
              196     -1.9897     -3.4839 
              196     -1.9507     -3.3643 
              196     -1.9897     -3.2642 
              196     -1.9604     -3.1738 
              196     -1.9995     -3.0762 
              196     -1.9897     -2.9858 
              197     -1.9604     -2.9053 
              197     -1.9409     -2.8174 
              197     -1.9897     -2.7271 
              197     -1.9604     -2.6172 
              197     -1.9507     -2.5488 
              197     -1.9507     -2.4683 
              197     -1.9409     -2.3682 
              197     -1.9409     -2.2900 
              197     -1.9312     -2.1899 
              197     -1.9604     -2.0996 
              198     -1.9507     -1.9800 
              198     -1.9312     -1.8896 
              198     -1.9702     -1.7920 
              198     -1.9507     -1.6919 
              198     -1.9604     -1.5820 
              198     -1.8994     -1.4624 
              198     -1.9409     -1.3330 
              198     -1.9312     -1.2134 
              198     -1.9409     -1.0938 
              198     -1.9214     -0.9448 
              199     -1.9214     -0.8447 
              199     -1.9214     -0.7153 
              199     -1.8994     -0.6177 
              199     -1.8994     -0.4761 
              199     -1.9312     -0.3687 
              199     -1.8994     -0.2881 
              199     -1.8799     -0.1880 
              199     -1.8896     -0.0781 
              199     -1.8799      0.0195 
              199     -1.8896      0.1196 
              200     -1.8896      0.2295 
              200     -1.8896      0.3198 
              200     -1.8896      0.4395 
              200     -1.8896      0.5591 
              200     -1.8701      0.6372 
              200     -1.8506      0.7568 
              200     -1.8115      0.8374 
              200     -1.8115      0.9473 
              200     -1.7822      1.0254 
              200     -1.7920      1.1157 
              201     -1.6821      1.1938 
              201     -1.5625      1.2646 
              201     -1.4917      1.3354 
              201     -1.3623      1.4038 
              201     -1.2134      1.4648 
              201     -1.1133      1.5332 
              201     -1.0156      1.5942 
              201     -0.9351      1.6528 
              201     -0.8765      1.7114 
              201     -0.8252      1.7529 
              202     -0.7568      1.8115 
              202     -0.6860      1.8628 
              202     -0.6665      1.9019 
              202     -0.6177      1.9727 
              202     -0.5664      2.0215 
              202     -0.5273      2.0801 
              202     -0.5176      2.1313 
              202     -0.4883      2.1997 
              202     -0.4468      2.2412 
              202     -0.3882      2.3193 
              203     -0.3687      2.3901 
              203     -0.3369      2.4780 
              203     -0.3174      2.5684 
              203     -0.2783      2.6392 
              203     -0.2490      2.7271 
              203     -0.2295      2.7588 
              203     -0.1978      2.8369 
              203     -0.1489      2.8882 
              203     -0.1489      2.9565 
              203     -0.0879      3.0078 
              204     -0.0879      3.0566 
              204     -0.0391      3.0859 
              204     -0.0195      3.1567 
              204      0.0098      3.2153 
              204      0.0610      3.2446 
              204      0.0610      3.3154 
              204      0.0903      3.3545 
              204      0.1294      3.3960 
              204      0.1807      3.4253 
              204      0.1904      3.4644 
              205      0.2197      3.4937 
              205      0.2490      3.5132 
              205      0.2490      3.5547 
              205      0.2783      3.5938 
              205      0.3003      3.5938 
              205      0.3003      3.6230 
              205      0.3003      3.6548 
              205      0.3296      3.6548 
              205      0.3589      3.6548 
              205      0.3687      3.6743 
              206      0.3882      3.6548 
              206      0.3589      3.6426 
              206      0.3687      3.6230 
              206      0.3589      3.5840 
              206      0.3784      3.4448 
              206      0.3589      3.3447 
              206      0.3784      3.2251 
              206      0.3687      3.1567 
              206      0.3784      3.0566 
              206      0.3589      2.9663 
              207      0.3394      2.8662 
              207      0.3491      2.8076 
              207      0.3687      2.7173 
              207      0.3491      2.6294 
              207      0.3687      2.5391 
              207      0.3687      2.4487 
              207      0.3394      2.3804 
              207      0.3687      2.2705 
              207      0.3394      2.1802 
              207      0.3394      2.0801 
              208      0.3394      1.9922 
              208      0.3296      1.8921 
              208      0.3296      1.7822 
              208      0.3394      1.6821 
              208      0.3296      1.5527 
              208      0.3491      1.4429 
              208      0.3198      1.3135 
              208      0.2783      1.1938 
              208      0.3296      1.0767 
              208      0.3003      0.9473 
              209      0.3198      0.8179 
              209      0.3296      0.6982 
              209      0.3198      0.5786 
              209      0.3101      0.4590 
              209      0.2881      0.3687 
              209      0.3003      0.2686 
              209      0.3296      0.1489 
              209      0.3003      0.0708 
              209      0.3296     -0.0391 
              209      0.3003     -0.1392 
              210      0.2783     -0.2393 
              210      0.2881     -0.3271 
              210      0.2783     -0.4370 
              210      0.2686     -0.5273 
              210      0.2686     -0.6470 
              210      0.2393     -0.7568 
              210      0.2295     -0.8350 
              210      0.2100     -0.9351 
              210      0.1807     -1.0352 
              210      0.1196     -1.1230 
              211      0.0806     -1.2134 
              211     -0.0586     -1.2939 
              211     -0.1196     -1.3721 
              211     -0.2783     -1.4526 
              211     -0.4077     -1.5112 
              211     -0.5273     -1.5820 
              211     -0.6372     -1.6309 
              211     -0.7153     -1.6626 
              211     -0.8154     -1.7407 
              211     -0.8765     -1.7700 
              212     -0.9253     -1.8408 
              212     -0.9644     -1.8799 
              212     -1.0156     -1.9312 
              212     -1.0645     -1.9800 
              212     -1.1035     -2.0410 
