            Время    Канал: 0    Канал: 1 
             2176     -1.6113     -3.6523 
             2176     -1.6211     -3.6523 
             2176     -1.6211     -3.6426 
             2176     -1.6528     -3.6523 
             2176     -1.6309     -3.6328 
             2176     -1.6211     -3.6133 
             2177     -1.6724     -3.5938 
             2177     -1.6309     -3.4326 
             2177     -1.6113     -3.3447 
             2177     -1.6211     -3.2544 
             2177     -1.6211     -3.1543 
             2177     -1.6309     -3.0542 
             2177     -1.6211     -2.9761 
             2177     -1.6113     -2.8857 
             2177     -1.6211     -2.7954 
             2177     -1.6309     -2.7075 
             2178     -1.6113     -2.6172 
             2178     -1.6113     -2.5366 
             2178     -1.6113     -2.4390 
             2178     -1.6113     -2.3486 
             2178     -1.5918     -2.2583 
             2178     -1.5820     -2.1802 
             2178     -1.6016     -2.0703 
             2178     -1.5820     -1.9897 
             2178     -1.6113     -1.8799 
             2178     -1.5625     -1.7822 
             2179     -1.5723     -1.6821 
             2179     -1.6016     -1.5820 
             2179     -1.5918     -1.4526 
             2179     -1.5820     -1.3232 
             2179     -1.5820     -1.2036 
             2179     -1.5723     -1.0645 
             2179     -1.5820     -0.9448 
             2179     -1.5723     -0.8154 
             2179     -1.5723     -0.6958 
             2179     -1.5723     -0.5859 
             2180     -1.5332     -0.4883 
             2180     -1.5723     -0.3687 
             2180     -1.5625     -0.2686 
             2180     -1.5527     -0.1880 
             2180     -1.5625     -0.0586 
             2180     -1.5625      0.0293 
             2180     -1.5430      0.1294 
             2180     -1.5527      0.2393 
             2180     -1.5527      0.3491 
             2180     -1.5234      0.4492 
             2181     -1.5430      0.5469 
             2181     -1.5332      0.6567 
             2181     -1.5234      0.7568 
             2181     -1.4917      0.8569 
             2181     -1.4819      0.9351 
             2181     -1.4526      1.0547 
             2181     -1.4136      1.1255 
             2181     -1.3232      1.1938 
             2181     -1.2427      1.2842 
             2181     -1.1035      1.3354 
             2182     -1.0156      1.4136 
             2182     -0.8643      1.4746 
             2182     -0.7764      1.5430 
             2182     -0.6763      1.6040 
             2182     -0.6055      1.6626 
             2182     -0.5273      1.7114 
             2182     -0.4370      1.7529 
             2182     -0.3979      1.8115 
             2182     -0.3589      1.8628 
             2182     -0.3076      1.9116 
             2183     -0.2783      1.9409 
             2183     -0.2393      2.0117 
             2183     -0.1880      2.0703 
             2183     -0.1489      2.1216 
             2183     -0.1196      2.1997 
             2183     -0.1099      2.2412 
             2183     -0.0586      2.3096 
             2183     -0.0488      2.3901 
             2183      0.0000      2.4683 
             2183      0.0293      2.5488 
             2184      0.0293      2.6392 
             2184      0.0708      2.6978 
             2184      0.1294      2.7686 
             2184      0.1392      2.8271 
             2184      0.1807      2.8784 
             2184      0.2100      2.9370 
             2184      0.2100      2.9956 
             2184      0.2588      3.0469 
             2184      0.2686      3.0957 
             2184      0.3296      3.1470 
             2185      0.3296      3.1860 
             2185      0.3687      3.2544 
             2185      0.4175      3.2666 
             2185      0.4590      3.3350 
             2185      0.4883      3.3643 
             2185      0.4688      3.4253 
             2185      0.5078      3.4546 
             2185      0.5371      3.4839 
             2185      0.5371      3.5132 
             2185      0.5688      3.5449 
             2186      0.5981      3.5645 
             2186      0.6274      3.5938 
             2186      0.6665      3.5938 
             2186      0.6372      3.6426 
             2186      0.6885      3.6426 
             2186      0.6763      3.6548 
             2186      0.6885      3.6548 
             2186      0.6982      3.6426 
             2186      0.7178      3.6426 
             2186      0.7373      3.6035 
             2187      0.7275      3.5547 
             2187      0.6982      3.4253 
             2187      0.7275      3.3252 
             2187      0.7373      3.2349 
             2187      0.7080      3.1372 
             2187      0.7080      3.0566 
             2187      0.6982      2.9565 
             2187      0.6885      2.8784 
             2187      0.6982      2.7783 
             2187      0.6982      2.7075 
             2188      0.7080      2.5977 
             2188      0.6885      2.5293 
             2188      0.6982      2.4390 
             2188      0.6665      2.3291 
             2188      0.6763      2.2607 
             2188      0.6763      2.1606 
             2188      0.6470      2.0605 
             2188      0.6665      1.9824 
             2188      0.6665      1.8823 
             2188      0.6372      1.7822 
             2189      0.6665      1.6626 
             2189      0.6885      1.5625 
             2189      0.6885      1.4331 
             2189      0.6665      1.3135 
             2189      0.6470      1.1938 
             2189      0.6567      1.0645 
             2189      0.6665      0.9351 
             2189      0.6372      0.7959 
             2189      0.6372      0.6885 
             2189      0.6274      0.5591 
             2190      0.6372      0.4590 
             2190      0.6470      0.3687 
             2190      0.5981      0.2588 
             2190      0.6177      0.1587 
             2190      0.6177      0.0415 
             2190      0.6567     -0.0293 
             2190      0.6274     -0.1489 
             2190      0.6177     -0.2393 
             2190      0.6177     -0.3467 
             2190      0.6079     -0.4565 
             2191      0.6079     -0.5371 
             2191      0.6079     -0.6470 
             2191      0.5786     -0.7861 
             2191      0.5786     -0.8447 
             2191      0.5469     -0.9546 
             2191      0.4980     -1.0254 
             2191      0.4785     -1.1353 
             2191      0.3394     -1.2134 
             2191      0.3003     -1.3037 
             2191      0.1587     -1.3721 
             2192      0.0708     -1.4526 
             2192     -0.0684     -1.5234 
             2192     -0.2295     -1.5723 
             2192     -0.3174     -1.6211 
             2192     -0.4077     -1.6821 
             2192     -0.4883     -1.7212 
             2192     -0.5273     -1.7700 
             2192     -0.5859     -1.8311 
             2192     -0.6372     -1.8604 
             2192     -0.6665     -1.9214 
             2193     -0.7056     -1.9702 
             2193     -0.7764     -2.0410 
             2193     -0.8252     -2.0996 
             2193     -0.8154     -2.1484 
             2193     -0.8545     -2.2095 
             2193     -0.9058     -2.2681 
             2193     -0.9351     -2.3389 
             2193     -0.9448     -2.3975 
             2193     -0.9546     -2.4878 
             2193     -1.0059     -2.5488 
             2194     -1.0156     -2.6270 
             2194     -1.0449     -2.6978 
             2194     -1.0645     -2.7563 
             2194     -1.1230     -2.8174 
             2194     -1.1133     -2.8564 
             2194     -1.1841     -2.9248 
             2194     -1.2134     -2.9663 
             2194     -1.2231     -3.0151 
             2194     -1.2646     -3.0664 
             2194     -1.2842     -3.1348 
             2195     -1.3135     -3.1738 
             2195     -1.3428     -3.2349 
             2195     -1.3623     -3.2642 
             2195     -1.4038     -3.3252 
             2195     -1.4136     -3.3643 
             2195     -1.4038     -3.4033 
             2195     -1.4526     -3.4546 
             2195     -1.4722     -3.4741 
             2195     -1.5112     -3.5327 
             2195     -1.5527     -3.5327 
             2196     -1.5112     -3.5718 
             2196     -1.5625     -3.6035 
             2196     -1.5918     -3.6133 
             2196     -1.5820     -3.6230 
             2196     -1.5918     -3.6426 
             2196     -1.6113     -3.6621 
             2196     -1.6016     -3.6621 
             2196     -1.6309     -3.6523 
             2196     -1.6113     -3.6523 
             2196     -1.6211     -3.6133 
             2197     -1.6528     -3.5840 
             2197     -1.6309     -3.4644 
             2197     -1.6406     -3.3447 
             2197     -1.6211     -3.2544 
             2197     -1.6309     -3.1543 
             2197     -1.5918     -3.0664 
             2197     -1.6406     -2.9956 
             2197     -1.6211     -2.8857 
             2197     -1.6113     -2.7954 
             2197     -1.6211     -2.7075 
             2198     -1.6211     -2.6270 
             2198     -1.6211     -2.5366 
             2198     -1.6016     -2.4487 
             2198     -1.6309     -2.3584 
             2198     -1.6113     -2.2681 
             2198     -1.6309     -2.1802 
             2198     -1.6016     -2.0898 
             2198     -1.6309     -1.9897 
             2198     -1.5918     -1.8896 
             2198     -1.5723     -1.7822 
             2199     -1.6016     -1.6919 
             2199     -1.5820     -1.5723 
             2199     -1.5820     -1.4722 
             2199     -1.5918     -1.3330 
             2199     -1.5918     -1.2036 
             2199     -1.5820     -1.0840 
             2199     -1.5625     -0.9546 
             2199     -1.5820     -0.8447 
             2199     -1.5625     -0.7153 
             2199     -1.5430     -0.5859 
             2200     -1.5527     -0.4883 
             2200     -1.5527     -0.3687 
             2200     -1.5527     -0.2686 
             2200     -1.5820     -0.1685 
             2200     -1.5527     -0.0684 
             2200     -1.5332      0.0293 
             2200     -1.5430      0.1392 
             2200     -1.5430      0.2197 
             2200     -1.5234      0.3491 
             2200     -1.5430      0.4395 
             2201     -1.5430      0.5273 
             2201     -1.5234      0.6567 
             2201     -1.5234      0.7471 
             2201     -1.4819      0.8374 
             2201     -1.4722      0.9351 
             2201     -1.4526      1.0352 
             2201     -1.3818      1.1157 
             2201     -1.3525      1.1841 
             2201     -1.2036      1.2744 
             2201     -1.1035      1.3452 
             2202     -0.9937      1.3940 
             2202     -0.8643      1.4746 
             2202     -0.7666      1.5332 
             2202     -0.6763      1.6138 
             2202     -0.6055      1.6431 
             2202     -0.5273      1.7017 
             2202     -0.4761      1.7529 
             2202     -0.4077      1.8115 
             2202     -0.3589      1.8726 
             2202     -0.3369      1.9019 
             2203     -0.2686      1.9604 
             2203     -0.2075      2.0313 
             2203     -0.1978      2.0801 
             2203     -0.1685      2.1313 
             2203     -0.1294      2.1802 
             2203     -0.0684      2.2412 
             2203     -0.0781      2.3291 
             2203     -0.0293      2.3901 
             2203     -0.0195      2.4585 
             2203      0.0415      2.5488 
             2204      0.0708      2.6392 
             2204      0.0708      2.7075 
             2204      0.1196      2.7783 
             2204      0.1587      2.8271 
             2204      0.1587      2.8882 
             2204      0.2002      2.9468 
             2204      0.2295      2.9956 
             2204      0.2490      3.0371 
             2204      0.3003      3.1055 
             2204      0.3491      3.1470 
             2205      0.3296      3.2056 
             2205      0.3979      3.2544 
             2205      0.4175      3.2861 
             2205      0.4492      3.3545 
             2205      0.4883      3.3838 
             2205      0.4883      3.4155 
             2205      0.5273      3.4644 
             2205      0.5469      3.4937 
             2205      0.5786      3.5132 
             2205      0.5786      3.5449 
             2206      0.6177      3.5742 
             2206      0.6372      3.6035 
             2206      0.6470      3.6133 
             2206      0.6763      3.6426 
             2206      0.6763      3.6328 
             2206      0.6567      3.6426 
             2206      0.7080      3.6426 
             2206      0.7080      3.6646 
             2206      0.7080      3.6328 
             2206      0.7373      3.6133 
             2207      0.7373      3.5645 
             2207      0.7080      3.4546 
             2207      0.7275      3.3447 
             2207      0.7178      3.2251 
             2207      0.7471      3.1372 
             2207      0.7178      3.0469 
             2207      0.7080      2.9565 
             2207      0.6763      2.8662 
             2207      0.6763      2.8076 
             2207      0.7080      2.7075 
             2208      0.7178      2.6196 
             2208      0.7080      2.5293 
             2208      0.6763      2.4487 
             2208      0.6982      2.3608 
             2208      0.7080      2.2607 
             2208      0.7178      2.1704 
             2208      0.6665      2.0898 
             2208      0.6763      1.9727 
             2208      0.6567      1.8823 
             2208      0.6665      1.7725 
             2209      0.6665      1.6821 
             2209      0.6665      1.5527 
             2209      0.6470      1.4331 
             2209      0.6470      1.3232 
             2209      0.6470      1.1938 
             2209      0.6470      1.0645 
             2209      0.6665      0.9351 
             2209      0.6274      0.8179 
             2209      0.6372      0.6982 
             2209      0.6470      0.5884 
             2210      0.6567      0.4785 
             2210      0.6567      0.3589 
             2210      0.6274      0.2588 
             2210      0.6372      0.1807 
             2210      0.6274      0.0708 
             2210      0.6274     -0.0391 
             2210      0.5981     -0.1392 
             2210      0.6274     -0.2490 
             2210      0.5981     -0.3467 
             2210      0.5884     -0.4468 
             2211      0.5981     -0.5371 
             2211      0.5786     -0.6372 
             2211      0.5688     -0.7471 
             2211      0.5786     -0.8447 
             2211      0.5688     -0.9644 
             2211      0.5273     -1.0449 
             2211      0.4785     -1.1353 
             2211      0.4175     -1.2134 
             2211      0.2783     -1.3037 
             2211      0.1807     -1.3721 
             2212      0.0293     -1.4526 
             2212     -0.0879     -1.5234 
             2212     -0.2173     -1.5918 
             2212     -0.3271     -1.6406 
             2212     -0.3882     -1.6724 
             2212     -0.4370     -1.7212 
             2212     -0.5371     -1.7822 
             2212     -0.5762     -1.8213 
             2212     -0.6470     -1.8701 
             2212     -0.6665     -1.9214 
             2213     -0.7251     -1.9702 
             2213     -0.7666     -2.0288 
             2213     -0.8057     -2.0898 
             2213     -0.8447     -2.1387 
             2213     -0.8447     -2.2095 
             2213     -0.8960     -2.2583 
             2213     -0.9058     -2.3389 
             2213     -0.9741     -2.3975 
             2213     -0.9546     -2.4780 
             2213     -0.9839     -2.5586 
             2214     -1.0449     -2.6270 
             2214     -1.0840     -2.6978 
             2214     -1.0938     -2.7563 
             2214     -1.1353     -2.8174 
             2214     -1.1353     -2.8662 
             2214     -1.1938     -2.9150 
             2214     -1.1938     -2.9663 
             2214     -1.2329     -3.0249 
             2214     -1.2646     -3.0762 
             2214     -1.2744     -3.1152 
             2215     -1.3135     -3.1836 
             2215     -1.3232     -3.2251 
             2215     -1.3428     -3.2739 
             2215     -1.3721     -3.3130 
             2215     -1.4233     -3.3643 
             2215     -1.4136     -3.4326 
             2215     -1.4722     -3.4326 
             2215     -1.4722     -3.4741 
             2215     -1.4624     -3.5132 
             2215     -1.5112     -3.5522 
             2216     -1.5332     -3.5718 
             2216     -1.5820     -3.5938 
             2216     -1.5527     -3.6133 
             2216     -1.5625     -3.6328 
             2216     -1.5918     -3.6523 
             2216     -1.6211     -3.6621 
             2216     -1.6211     -3.6621 
             2216     -1.6309     -3.6426 
             2216     -1.6211     -3.6523 
             2216     -1.6528     -3.6230 
             2217     -1.6406     -3.5718 
             2217     -1.6406     -3.4741 
             2217     -1.6406     -3.3643 
             2217     -1.6406     -3.2642 
             2217     -1.6309     -3.1738 
             2217     -1.6309     -3.0664 
             2217     -1.6211     -2.9858 
             2217     -1.6309     -2.9053 
             2217     -1.6113     -2.7954 
             2217     -1.6211     -2.7271 
             2218     -1.6113     -2.6172 
             2218     -1.6016     -2.5366 
             2218     -1.6113     -2.4585 
             2218     -1.6211     -2.3682 
             2218     -1.6113     -2.2778 
             2218     -1.6016     -2.1899 
             2218     -1.6113     -2.0898 
             2218     -1.5918     -1.9995 
             2218     -1.6211     -1.8896 
             2218     -1.6016     -1.8018 
             2219     -1.5820     -1.6919 
             2219     -1.5625     -1.5723 
             2219     -1.5820     -1.4526 
             2219     -1.5820     -1.3525 
             2219     -1.5820     -1.2134 
             2219     -1.5723     -1.0840 
             2219     -1.5918     -0.9741 
             2219     -1.5723     -0.8350 
             2219     -1.5918     -0.7251 
             2219     -1.5527     -0.6055 
             2220     -1.5625     -0.5078 
             2220     -1.5625     -0.3882 
             2220     -1.5625     -0.2979 
             2220     -1.5527     -0.1880 
             2220     -1.5820     -0.0781 
             2220     -1.5723      0.0293 
             2220     -1.5430      0.1196 
             2220     -1.5332      0.2197 
             2220     -1.5332      0.3296 
             2220     -1.5234      0.4395 
             2221     -1.5112      0.5371 
             2221     -1.5112      0.6372 
             2221     -1.5234      0.7471 
             2221     -1.5015      0.8472 
             2221     -1.5332      0.9351 
             2221     -1.4624      1.0352 
             2221     -1.4233      1.1255 
             2221     -1.3232      1.1938 
             2221     -1.2329      1.2744 
             2221     -1.1035      1.3232 
             2222     -1.0156      1.4038 
             2222     -0.8862      1.4746 
             2222     -0.7764      1.5332 
             2222     -0.6860      1.5942 
             2222     -0.5957      1.6528 
             2222     -0.5566      1.7114 
             2222     -0.4883      1.7529 
             2222     -0.4272      1.8018 
             2222     -0.3589      1.8530 
             2222     -0.3271      1.9116 
             2223     -0.2881      1.9409 
             2223     -0.2393      2.0313 
             2223     -0.1880      2.0801 
             2223     -0.1587      2.1313 
             2223     -0.1196      2.1899 
             2223     -0.0781      2.2510 
             2223     -0.0684      2.3193 
             2223     -0.0488      2.3706 
             2223      0.0000      2.4585 
             2223      0.0293      2.5488 
             2224      0.0415      2.6294 
             2224      0.0806      2.6978 
             2224      0.1294      2.7686 
             2224      0.1587      2.8174 
             2224      0.1807      2.8784 
             2224      0.1709      2.9272 
             2224      0.2100      2.9761 
             2224      0.2686      3.0566 
             2224      0.2881      3.0957 
             2224      0.3003      3.1470 
             2225      0.3687      3.1958 
             2225      0.4077      3.2544 
             2225      0.3979      3.2861 
             2225      0.4395      3.3252 
             2225      0.4590      3.3740 
             2225      0.4688      3.4253 
             2225      0.5273      3.4546 
             2225      0.5371      3.4839 
             2225      0.5371      3.5132 
             2225      0.5884      3.5547 
             2226      0.6177      3.5742 
             2226      0.6372      3.5938 
             2226      0.6470      3.6035 
             2226      0.6665      3.6230 
             2226      0.6982      3.6328 
             2226      0.6885      3.6426 
             2226      0.7080      3.6646 
             2226      0.6982      3.6646 
             2226      0.6885      3.6426 
             2226      0.7178      3.6035 
             2227      0.7080      3.5742 
             2227      0.7178      3.4448 
             2227      0.7471      3.3447 
             2227      0.7080      3.2544 
             2227      0.7080      3.1567 
             2227      0.7080      3.0664 
             2227      0.7178      2.9663 
             2227      0.7080      2.8882 
             2227      0.6885      2.7881 
             2227      0.6982      2.7075 
             2228      0.6665      2.6294 
             2228      0.6885      2.5293 
             2228      0.6982      2.4487 
             2228      0.6885      2.3608 
             2228      0.6763      2.2705 
             2228      0.6982      2.1802 
             2228      0.6885      2.0898 
             2228      0.6763      1.9922 
             2228      0.6470      1.8921 
             2228      0.6885      1.7822 
             2229      0.6763      1.6724 
             2229      0.6763      1.5625 
             2229      0.6665      1.4526 
             2229      0.6372      1.3135 
             2229      0.6470      1.2158 
             2229      0.6567      1.0864 
             2229      0.6470      0.9473 
             2229      0.6470      0.8276 
             2229      0.6372      0.7080 
             2229      0.6885      0.5981 
             2230      0.6372      0.4688 
             2230      0.6470      0.3784 
             2230      0.6372      0.2686 
             2230      0.6274      0.1807 
             2230      0.6470      0.0806 
             2230      0.6177     -0.0293 
             2230      0.6079     -0.1196 
             2230      0.6177     -0.2295 
             2230      0.6567     -0.3271 
             2230      0.6372     -0.4370 
             2231      0.5981     -0.5566 
             2231      0.5688     -0.6372 
             2231      0.5981     -0.7471 
             2231      0.5371     -0.8447 
             2231      0.5469     -0.9448 
             2231      0.5273     -1.0449 
             2231      0.4688     -1.1133 
             2231      0.4077     -1.2134 
             2231      0.2783     -1.2939 
             2231      0.1904     -1.3818 
             2232      0.0610     -1.4526 
             2232     -0.0781     -1.5234 
             2232     -0.2173     -1.5723 
             2232     -0.2881     -1.6211 
             2232     -0.3882     -1.6724 
             2232     -0.4370     -1.7212 
             2232     -0.5371     -1.7700 
             2232     -0.5664     -1.8115 
             2232     -0.6177     -1.8604 
             2232     -0.6567     -1.9116 
             2233     -0.7251     -1.9702 
             2233     -0.7251     -2.0410 
             2233     -0.7764     -2.0898 
             2233     -0.8350     -2.1387 
             2233     -0.8545     -2.1997 
             2233     -0.8765     -2.2583 
             2233     -0.9155     -2.3291 
             2233     -0.9351     -2.3975 
             2233     -0.9741     -2.4585 
             2233     -0.9937     -2.5366 
             2234     -1.0156     -2.6074 
             2234     -1.0547     -2.6782 
             2234     -1.0645     -2.7563 
             2234     -1.1353     -2.7954 
             2234     -1.1450     -2.8564 
             2234     -1.1646     -2.9150 
             2234     -1.2036     -2.9468 
             2234     -1.2231     -3.0151 
             2234     -1.2524     -3.0542 
             2234     -1.2939     -3.1250 
             2235     -1.2744     -3.1738 
             2235     -1.3135     -3.2153 
             2235     -1.3330     -3.2642 
             2235     -1.3525     -3.3130 
             2235     -1.3940     -3.3545 
             2235     -1.4136     -3.4033 
             2235     -1.4233     -3.4424 
             2235     -1.4331     -3.4546 
             2235     -1.4917     -3.5132 
             2235     -1.5234     -3.5425 
             2236     -1.5112     -3.5522 
             2236     -1.5723     -3.5840 
             2236     -1.5820     -3.6230 
             2236     -1.5918     -3.6230 
             2236     -1.5820     -3.6426 
             2236     -1.6016     -3.6523 
             2236     -1.6113     -3.6523 
             2236     -1.6016     -3.6523 
             2236     -1.6113     -3.6426 
             2236     -1.6211     -3.6230 
             2237     -1.6211     -3.6035 
             2237     -1.6309     -3.4839 
             2237     -1.6406     -3.3643 
             2237     -1.6309     -3.2642 
             2237     -1.6406     -3.1836 
             2237     -1.6406     -3.0859 
             2237     -1.6406     -2.9761 
             2237     -1.6309     -2.9248 
             2237     -1.6309     -2.8174 
             2237     -1.6211     -2.7271 
             2238     -1.6211     -2.6367 
             2238     -1.6016     -2.5488 
             2238     -1.5918     -2.4585 
             2238     -1.6016     -2.3584 
             2238     -1.6016     -2.2900 
             2238     -1.6113     -2.1802 
             2238     -1.6406     -2.1094 
             2238     -1.6113     -2.0190 
             2238     -1.6016     -1.9116 
             2238     -1.5723     -1.8018 
             2239     -1.5820     -1.7114 
             2239     -1.5723     -1.5918 
             2239     -1.5820     -1.4722 
             2239     -1.6016     -1.3525 
             2239     -1.5918     -1.2329 
             2239     -1.5820     -1.1035 
             2239     -1.5430     -0.9644 
             2239     -1.5918     -0.8447 
             2239     -1.5820     -0.7251 
             2239     -1.5723     -0.6055 
             2240     -1.5918     -0.5176 
             2240     -1.5723     -0.3979 
             2240     -1.5723     -0.2979 
             2240     -1.5625     -0.1978 
             2240     -1.5723     -0.0879 
             2240     -1.5527      0.0000 
             2240     -1.5430      0.1196 
             2240     -1.5527      0.2197 
             2240     -1.5527      0.3296 
             2240     -1.5527      0.4297 
             2241     -1.5015      0.5273 
             2241     -1.5015      0.6372 
             2241     -1.4917      0.7373 
             2241     -1.5015      0.8276 
             2241     -1.4722      0.9253 
             2241     -1.4526      1.0059 
             2241     -1.3940      1.1060 
             2241     -1.3525      1.1743 
             2241     -1.2427      1.2646 
             2241     -1.1353      1.3354 
             2242     -1.0254      1.3940 
             2242     -0.9058      1.4648 
             2242     -0.7666      1.5332 
             2242     -0.6665      1.5942 
             2242     -0.5859      1.6528 
             2242     -0.5371      1.6919 
             2242     -0.4761      1.7627 
             2242     -0.4077      1.8018 
             2242     -0.3687      1.8311 
             2242     -0.3076      1.9019 
             2243     -0.2588      1.9507 
             2243     -0.2295      2.0117 
             2243     -0.1978      2.0605 
             2243     -0.1587      2.1313 
             2243     -0.1294      2.1802 
             2243     -0.1001      2.2314 
             2243     -0.0488      2.2998 
             2243     -0.0293      2.3706 
             2243     -0.0098      2.4487 
             2243      0.0098      2.5293 
             2244      0.0195      2.6074 
             2244      0.0513      2.6782 
             2244      0.1196      2.7686 
             2244      0.1489      2.7979 
             2244      0.1904      2.8564 
             2244      0.1904      2.9077 
             2244      0.2295      2.9858 
             2244      0.2588      3.0371 
             2244      0.3101      3.0762 
             2244      0.3394      3.1372 
             2245      0.3491      3.1958 
             2245      0.3589      3.2349 
             2245      0.3979      3.2861 
             2245      0.4175      3.3252 
             2245      0.4175      3.3643 
             2245      0.4785      3.3960 
             2245      0.5078      3.4448 
             2245      0.5371      3.4644 
             2245      0.5884      3.4937 
             2245      0.5786      3.5352 
             2246      0.5981      3.5645 
             2246      0.6177      3.5938 
             2246      0.6470      3.6035 
             2246      0.6763      3.6328 
             2246      0.6982      3.6426 
             2246      0.7080      3.6548 
             2246      0.6982      3.6548 
             2246      0.7178      3.6548 
             2246      0.7178      3.6328 
             2246      0.7373      3.6133 
             2247      0.7275      3.5742 
             2247      0.6982      3.4546 
             2247      0.7178      3.3545 
             2247      0.6982      3.2544 
             2247      0.7178      3.1665 
             2247      0.7275      3.0566 
             2247      0.7178      2.9565 
             2247      0.7080      2.8979 
             2247      0.7275      2.7979 
             2247      0.6982      2.7271 
             2248      0.6982      2.6294 
             2248      0.6982      2.5488 
             2248      0.6665      2.4585 
             2248      0.6763      2.3486 
             2248      0.6763      2.2803 
             2248      0.6763      2.1802 
             2248      0.6665      2.0898 
             2248      0.6763      2.0117 
             2248      0.6665      1.9019 
             2248      0.6567      1.8018 
             2249      0.6372      1.7017 
             2249      0.6665      1.5723 
             2249      0.6372      1.4648 
             2249      0.6470      1.3354 
             2249      0.6567      1.2061 
             2249      0.6763      1.0864 
             2249      0.6372      0.9570 
             2249      0.6567      0.8276 
             2249      0.6665      0.7080 
             2249      0.6372      0.5981 
             2250      0.6274      0.4883 
             2250      0.6372      0.3882 
             2250      0.6274      0.2783 
             2250      0.6567      0.1587 
             2250      0.6470      0.1001 
             2250      0.6177     -0.0391 
             2250      0.6372     -0.1294 
             2250      0.6177     -0.2173 
             2250      0.6274     -0.3589 
             2250      0.5786     -0.4272 
             2251      0.6177     -0.5273 
             2251      0.5884     -0.6372 
             2251      0.5884     -0.7349 
             2251      0.5786     -0.8252 
             2251      0.5469     -0.9351 
             2251      0.5176     -1.0059 
             2251      0.4785     -1.1035 
             2251      0.4175     -1.1938 
             2251      0.2881     -1.2744 
             2251      0.1709     -1.3623 
             2252      0.0610     -1.4233 
             2252     -0.0879     -1.5112 
             2252     -0.2173     -1.5625 
             2252     -0.3076     -1.6113 
             2252     -0.3882     -1.6724 
             2252     -0.4272     -1.7310 
             2252     -0.5176     -1.7700 
             2252     -0.5859     -1.8018 
             2252     -0.6055     -1.8604 
             2252     -0.6763     -1.9116 
             2253     -0.6763     -1.9702 
             2253     -0.7568     -2.0093 
             2253     -0.8057     -2.0703 
             2253     -0.8057     -2.1191 
             2253     -0.8545     -2.1899 
             2253     -0.8643     -2.2681 
             2253     -0.9351     -2.3193 
             2253     -0.9448     -2.3779 
             2253     -0.9741     -2.4683 
             2253     -0.9937     -2.5171 
             2254     -1.0254     -2.5879 
             2254     -1.0449     -2.6660 
             2254     -1.0840     -2.7368 
             2254     -1.1035     -2.7759 
             2254     -1.1548     -2.8369 
             2254     -1.1548     -2.8955 
             2254     -1.1646     -2.9468 
             2254     -1.1938     -3.0054 
             2254     -1.2524     -3.0542 
             2254     -1.2744     -3.1152 
             2255     -1.2939     -3.1738 
             2255     -1.3135     -3.2153 
             2255     -1.3135     -3.2739 
             2255     -1.3525     -3.3130 
             2255     -1.3721     -3.3545 
             2255     -1.4331     -3.3838 
             2255     -1.4624     -3.4326 
             2255     -1.4624     -3.4644 
             2255     -1.4819     -3.5132 
             2255     -1.5332     -3.5229 
             2256     -1.5430     -3.5522 
             2256     -1.5234     -3.5718 
             2256     -1.5430     -3.6133 
             2256     -1.5723     -3.6230 
             2256     -1.6113     -3.6426 
             2256     -1.6211     -3.6426 
             2256     -1.6113     -3.6621 
             2256     -1.6211     -3.6426 
             2256     -1.6016     -3.6523 
             2256     -1.6211     -3.6230 
             2257     -1.6016     -3.5840 
             2257     -1.6211     -3.4839 
             2257     -1.6626     -3.3838 
             2257     -1.6113     -3.2837 
             2257     -1.6309     -3.1836 
             2257     -1.6309     -3.0957 
             2257     -1.6309     -2.9956 
             2257     -1.6211     -2.9248 
             2257     -1.6016     -2.8369 
             2257     -1.6309     -2.7271 
             2258     -1.6309     -2.6367 
             2258     -1.6113     -2.5684 
             2258     -1.5820     -2.4683 
             2258     -1.5918     -2.3682 
             2258     -1.6016     -2.2900 
             2258     -1.5820     -2.1997 
             2258     -1.6016     -2.1094 
             2258     -1.6113     -2.0288 
             2258     -1.5918     -1.9214 
             2258     -1.5820     -1.8213 
             2259     -1.5820     -1.7114 
             2259     -1.6016     -1.5918 
             2259     -1.5918     -1.4917 
             2259     -1.5918     -1.3525 
             2259     -1.5820     -1.2329 
             2259     -1.5918     -1.1035 
             2259     -1.5625     -0.9741 
             2259     -1.5918     -0.8643 
             2259     -1.5820     -0.7349 
             2259     -1.5527     -0.6055 
             2260     -1.5625     -0.5078 
             2260     -1.5918     -0.3979 
             2260     -1.5332     -0.2979 
             2260     -1.5527     -0.2173 
             2260     -1.5527     -0.1001 
             2260     -1.5430      0.0000 
             2260     -1.5430      0.1099 
             2260     -1.5332      0.2002 
             2260     -1.5527      0.3198 
             2260     -1.5332      0.4175 
             2261     -1.5234      0.5273 
             2261     -1.5234      0.6177 
             2261     -1.5234      0.7373 
             2261     -1.4526      0.8179 
             2261     -1.4624      0.9155 
             2261     -1.4526      1.0156 
             2261     -1.4233      1.0864 
             2261     -1.3525      1.1743 
             2261     -1.2744      1.2646 
             2261     -1.1230      1.3232 
             2262     -1.0254      1.3940 
             2262     -0.9155      1.4526 
             2262     -0.7568      1.5234 
             2262     -0.6958      1.5820 
             2262     -0.5762      1.6431 
             2262     -0.5469      1.6821 
             2262     -0.4883      1.7432 
             2262     -0.4077      1.7920 
             2262     -0.3784      1.8530 
             2262     -0.3174      1.9019 
