x,y
5.17891728766989,0.01173430859066027
23.663459396581146,0.08019625222890747
23.18958086540536,0.045830800356138734
25.30295018317861,0.19116067293299643
24.88439807473233,0.1386614538193114
25.24086927756099,0.11049777392699545
26.484904731343136,0.3353164743578656
25.77014991243192,0.2900114497714763
25.238959935121102,0.2565907015718021
25.922740923386698,0.23008089107023189
27.98445028878581,0.5317186418727307
28.110010885691253,0.49203485461381113
27.855068209429163,0.4644324910918045
27.88656326758081,0.4322287941317562
27.914998831775165,0.40315342974302837
27.661139285214176,0.3744435661016321
25.985731039689966,0.357860997150135
28.990637927054024,0.6294062048203606
28.446055155115204,0.5808514641278393
26.345342050086487,0.5667212390196918
30.539440022017402,0.8427091877203394
30.341050250404038,0.8053283541950123
30.16807941181719,0.7762758580786198
30.11390084593046,0.7493073702692152
30.142704640452536,0.7198554903704175
30.171134359721037,0.6907861024183579
30.053175963106895,0.6672579379562906
31.957034044159656,0.8826724250798565
33.68447324797614,0.9805845891775129
32.86774310904045,0.9316286562392375
33.11760044005038,0.9067745352816154
38.26614490702636,1.0177243562601843
44.583124725272654,1.0220259536418368
49.51020317118494,1.0578382426965098
55.09545677325593,1.0831480522259942
59.118542606191454,1.155677241830967
58.401259542129196,1.1148581034060245
61.76192380401869,1.2089154340855437
64.7129027665734,1.2517557910272616
67.68540624302199,1.29845872674313
70.31245777714275,1.3317516581046125
74.56890796315992,1.3614063429021133
77.64069694274752,1.4080690755595178
77.14175017409536,1.3828626822206054
79.67296293552903,1.4532913836546888
80.97579707765789,1.4984872233279274
82.94985349732991,1.5940770342132877
82.05013497121752,1.5531017271632295
82.0702103431571,1.5325746593549767
84.93668474677133,1.6839964085825376
84.22133008859942,1.6393047196402284
83.11190393625844,1.6205679604089163
85.82639971728429,1.727808524309958
88.84720701966575,1.8101268076248904
88.16844747212991,1.7628638021231797
86.65088651442153,1.7496145242371028
90.81544137365569,1.8979420020987414
90.21775640273557,1.850146313435999
88.81989952615783,1.8380487197367374
92.58665029160977,1.9401174906335883
93.24096376155279,2.0261042890454393
92.62973960442508,1.9784247397085037
91.51087220832403,1.9693416522217977
95.37251547461807,2.152842662436181
94.76072578844389,2.105741366549278
94.50864894426297,2.07520868972421
93.67202963973614,2.0658081786029223
97.87032155259351,2.228310379524458
96.08369279926427,2.194413847985414
100.21255308607692,2.2968729547194746
98.83751012402405,2.261448133418552
101.58838160616222,2.3314945429322487
104.0873944546841,2.3707851553186137
107.01525652573781,2.403999312666289
112.16544772313546,2.3750381883271894
113.9985817764815,2.352647255144415
119.95258266691388,2.3884739583136216
125.25947483818766,2.3696340995498852
130.55266999844827,2.408478411819751
135.9209731615593,2.4287634275387964
139.47134309844336,2.4756976670747814
139.81946168577304,2.504121411530223
143.20997379580882,2.439041529018575
143.23877759033087,2.409589649119778
144.63340098308834,2.372578707298037
146.37532169795963,2.3351295490693467
150.54029443442164,2.4612766568063575
149.44119467741262,2.409805677578693
149.7423688986197,2.3901362863944473
152.7209462221711,2.515634723063169
157.5898681582413,2.5340370434313537
161.67997061194524,2.5800322845191372
163.3859408056831,2.6065482971364555
166.36883073199533,2.5583290617679006
168.1552736481708,2.5174333674785068
168.9721858110857,2.4749141183979773
172.30161639155062,2.438220497599897
175.90519666497278,2.42259375893486
179.08527444147558,2.3682653688243454
180.93928353133526,2.3303535744428006
182.7017872332272,2.3027247892582685
184.0028979381927,2.2629520742003626
187.29265383785668,2.3363761860246837
186.20640164747203,2.2939440506929754
188.69805352628276,2.3791987546090327
193.81764848523517,2.3774039805087535
196.0249645358105,2.3443072473668938
198.61791791403476,2.3195749181326004
203.44284686845964,2.30288193723318
207.3019079764063,2.344882579357683
210.0280125594668,2.3825968931783
214.70194647076056,2.4177963438805126
218.4719794867877,2.454734459992719
218.22967483905643,2.4142097122979456
220.20674983820487,2.525931775668659
218.99821244744027,2.493223757725482
222.3375085542412,2.5905832612487627
220.6243175745488,2.560218765256999
224.09828320168185,2.6321960543706626
227.5019436115516,2.6628070799216004
229.62534466409744,2.6864981116480293
233.7452731012927,2.7344435248756325
236.76868074623525,2.700849609707638
235.23031263187255,2.760354444143477
242.79906218286396,2.701944188969031
241.68489566578228,2.6660901669707027
247.8694090955908,2.706576970705819
251.10115674070767,2.660150717859535
253.14913562596752,2.6160923076813907
254.44812718396423,2.5691234396297284
254.7644514529394,2.5339631246026086
254.62606231289482,2.5024972702981954
256.79433964329917,2.4763711999597473
257.9700207576285,2.3861792248437603
257.1102150219701,2.4416698752687127
259.46710732979346,2.337997490519372
259.4959111243155,2.308545610620574
259.3241690190267,2.278236734706912
261.52856237052515,2.2481284613711283
263.02988577002196,2.2265018478857113
