time,x,y
657565,0.6763,2.1997
657676,0.6763,2.0898
657787,0.6885,2.0020
657898,0.6567,1.9116
658009,0.6665,1.8115
658120,0.6665,1.7017
658231,0.6763,1.5820
658342,0.6885,1.4648
658453,0.6567,1.3354
658564,0.6665,1.2158
658675,0.6763,1.0767
658786,0.6372,0.9351
658897,0.6372,0.8057
659008,0.6274,0.6885
659119,0.6274,0.5591
659230,0.6274,0.4492
659341,0.6567,0.3394
659452,0.6470,0.2295
659563,0.6372,0.1099
659674,0.6177,0.0098
659785,0.6177,-0.0879
659896,0.6177,-0.1880
660007,0.6372,-0.2881
660118,0.5884,-0.4077
660229,0.6079,-0.5176
660340,0.5884,-0.6055
660451,0.5884,-0.7153
660562,0.5591,-0.8350
660673,0.5176,-0.9253
660784,0.4688,-1.0352
660895,0.3784,-1.1035
661006,0.2686,-1.2134
661117,0.1392,-1.3037
661228,0.0513,-1.3623
661339,-0.0781,-1.4331
661450,-0.1978,-1.5112
661561,-0.2783,-1.5625
661672,-0.3589,-1.6113
661783,-0.4272,-1.6724
661894,-0.4883,-1.7212
662005,-0.5273,-1.7603
662116,-0.5664,-1.8115
662227,-0.6055,-1.8799
662338,-0.6372,-1.9116
662449,-0.6763,-1.9800
662560,-0.7153,-2.0288
662671,-0.7349,-2.0996
662782,-0.7861,-2.1484
662893,-0.8057,-2.2388
663004,-0.8447,-2.2998
663115,-0.8350,-2.3682
663226,-0.8765,-2.4487
663337,-0.8960,-2.5269
663448,-0.9546,-2.5879
663559,-0.9644,-2.6367
663670,-1.0156,-2.7075
663781,-1.0352,-2.7563
663892,-1.0352,-2.8174
664003,-1.0840,-2.8564
664114,-1.0742,-2.9150
664225,-1.1133,-2.9761
664336,-1.1646,-3.0249
664447,-1.1450,-3.0762
664558,-1.2036,-3.1250
664669,-1.2329,-3.1836
664780,-1.2329,-3.2056
664891,-1.2646,-3.2642
665002,-1.2842,-3.2935
665113,-1.3135,-3.3252
665224,-1.3135,-3.3545
665335,-1.3428,-3.3740
665446,-1.3940,-3.4033
665557,-1.3818,-3.4229
665668,-1.3721,-3.4326
665779,-1.3940,-3.4326
665890,-1.4136,-3.4424
666001,-1.4136,-3.4424
666112,-1.4331,-3.4229
666223,-1.4526,-3.3838
666334,-1.4526,-3.3032
666445,-1.4526,-3.1738
666556,-1.4331,-3.0762
666667,-1.4429,-2.9761
666778,-1.4038,-2.8760
666889,-1.4331,-2.7759
667000,-1.4624,-2.6880
667111,-1.4233,-2.5977
667222,-1.4038,-2.5073
667333,-1.4233,-2.4194
667444,-1.4233,-2.3193
667555,-1.3818,-2.2192
667666,-1.4038,-2.1191
667777,-1.4038,-2.0288
667888,-1.4038,-1.9409
667999,-1.4038,-1.8408
668110,-1.4038,-1.7212
668221,-1.3721,-1.6016
668332,-1.3818,-1.4917
668443,-1.3940,-1.3721
668554,-1.3818,-1.2427
668665,-1.3818,-1.1133
668776,-1.3818,-0.9839
668887,-1.3623,-0.8545
668998,-1.3623,-0.7251
669109,-1.3818,-0.6177
669220,-1.3721,-0.4761
669331,-1.3818,-0.3687
669442,-1.3330,-0.2686
669553,-1.3818,-0.1685
669664,-1.3818,-0.0488
669775,-1.3232,0.0610
669886,-1.3623,0.1709
669997,-1.3330,0.2783
670108,-1.3428,0.3784
670219,-1.3428,0.4785
670330,-1.3330,0.5981
670441,-1.3037,0.7080
670552,-1.3037,0.8057
670663,-1.2427,0.9058
670774,-1.2036,0.9961
670885,-1.1230,1.0767
670996,-1.0352,1.1646
671107,-0.8960,1.2451
671218,-0.8057,1.3135
671329,-0.6860,1.3843
671440,-0.5664,1.4648
671551,-0.5273,1.5137
671662,-0.4565,1.5625
671773,-0.3882,1.6138
671884,-0.3589,1.6821
671995,-0.2881,1.7334
672106,-0.2588,1.7920
672217,-0.2075,1.8311
672328,-0.1587,1.9019
672439,-0.1392,1.9507
672550,-0.1001,2.0117
672661,-0.0488,2.0605
672772,-0.0098,2.1216
672883,0.0098,2.1802
672994,0.0195,2.2607
673105,0.0708,2.3389
673216,0.1099,2.4194
673327,0.1001,2.5098
673438,0.1709,2.5781
673549,0.1807,2.6294
673660,0.2295,2.7173
673771,0.2295,2.7588
673882,0.2783,2.8174
673993,0.3003,2.8662
674104,0.3296,2.9272
674215,0.3687,2.9858
674326,0.3687,3.0078
674437,0.3979,3.0762
674548,0.4395,3.1250
674659,0.4883,3.1665
674770,0.4785,3.2153
674881,0.5176,3.2349
674992,0.5469,3.2764
675103,0.5688,3.3057
675214,0.5884,3.3545
675325,0.6274,3.3740
675436,0.6470,3.3838
675547,0.6763,3.4058
675658,0.6665,3.4155
675769,0.6763,3.4448
675880,0.6763,3.4546
675991,0.6763,3.4448
676102,0.7178,3.4253
676213,0.7080,3.3838
676324,0.6982,3.3252
676435,0.6982,3.1860
676546,0.7080,3.0762
676657,0.6982,2.9761
676768,0.7080,2.8784
676879,0.6982,2.7686
676990,0.6885,2.6978
677101,0.7275,2.5879
677212,0.6885,2.5195
677323,0.6982,2.4097
677434,0.6665,2.3096
677545,0.7080,2.2192
677656,0.6763,2.1313
677767,0.6885,2.0410
677878,0.7080,1.9409
677989,0.6763,1.8311
678100,0.6763,1.7432
678211,0.6567,1.6138
678322,0.6567,1.4844
678433,0.6665,1.3745
678544,0.6665,1.2354
678655,0.6470,1.1255
678766,0.6372,0.9766
678877,0.6470,0.8374
678988,0.6372,0.7080
679099,0.6470,0.5884
679210,0.6470,0.4785
679321,0.6274,0.3687
679432,0.6665,0.2490
679543,0.6274,0.1489
679654,0.6177,0.0513
679765,0.6372,-0.0586
679876,0.6274,-0.1685
679987,0.5981,-0.2783
680098,0.6079,-0.3784
680209,0.6079,-0.4980
680320,0.5884,-0.5859
680431,0.5981,-0.7153
680542,0.5469,-0.8057
680653,0.5176,-0.8862
680764,0.4590,-0.9937
680875,0.4175,-1.0840
680986,0.3003,-1.1841
681097,0.1904,-1.2646
681208,0.0610,-1.3428
681319,-0.0488,-1.4136
681430,-0.1685,-1.4819
681541,-0.2783,-1.5430
681652,-0.2979,-1.5918
681763,-0.3784,-1.6309
681874,-0.4565,-1.6919
681985,-0.4980,-1.7407
682096,-0.5566,-1.7822
682207,-0.5664,-1.8408
682318,-0.6372,-1.8896
682429,-0.6860,-1.9604
682540,-0.6860,-2.0190
682651,-0.7349,-2.0703
682762,-0.7349,-2.1289
682873,-0.7959,-2.1997
682984,-0.8154,-2.2485
683095,-0.8545,-2.3389
683206,-0.8545,-2.4072
683317,-0.8960,-2.4878
683428,-0.9351,-2.5488
683539,-0.9546,-2.6172
683650,-0.9839,-2.6880
683761,-1.0156,-2.7271
683872,-1.0254,-2.7856
683983,-1.0645,-2.8369
684094,-1.1035,-2.8857
684205,-1.1230,-2.9468
684316,-1.1548,-3.0054
684427,-1.1450,-3.0444
684538,-1.1938,-3.0957
684649,-1.1743,-3.1445
684760,-1.2134,-3.1836
684871,-1.2744,-3.2349
684982,-1.2842,-3.2642
685093,-1.3037,-3.3032
685204,-1.3232,-3.3350
685315,-1.3428,-3.3643
685426,-1.3525,-3.3838
685537,-1.3623,-3.4229
685648,-1.3940,-3.4131
685759,-1.4233,-3.4326
685870,-1.4233,-3.4546
685981,-1.4136,-3.4131
686092,-1.4136,-3.4229
686203,-1.4233,-3.4033
686314,-1.4526,-3.3643
686425,-1.4331,-3.2153
686536,-1.4331,-3.1152
686647,-1.4331,-2.9956
686758,-1.4331,-2.8955
686869,-1.4429,-2.7954
686980,-1.4331,-2.7075
687091,-1.3940,-2.6367
687202,-1.4233,-2.5269
687313,-1.4136,-2.4390
687424,-1.4136,-2.3389
687535,-1.4331,-2.2290
687646,-1.4136,-2.1387
687757,-1.4331,-2.0703
687868,-1.4038,-1.9800
687979,-1.4331,-1.8506
688090,-1.4038,-1.7603
688201,-1.4233,-1.6528
688312,-1.4038,-1.5332
688423,-1.3818,-1.4136
688534,-1.3818,-1.2842
688645,-1.3940,-1.1646
688756,-1.4136,-1.0156
688867,-1.3818,-0.9058
688978,-1.3940,-0.7666
689089,-1.3940,-0.6567
689200,-1.3721,-0.5273
689311,-1.3721,-0.4175
689422,-1.3721,-0.3076
689533,-1.3623,-0.1978
689644,-1.3428,-0.1001
689755,-1.3623,0.0195
689866,-1.3232,0.1392
689977,-1.3623,0.2295
690088,-1.3525,0.3394
690199,-1.3232,0.4590
690310,-1.3037,0.5688
690421,-1.3135,0.6665
690532,-1.2842,0.7666
690643,-1.2329,0.8667
690754,-1.2134,0.9668
690865,-1.1646,1.0449
690976,-1.0547,1.1450
691087,-0.9644,1.2256
691198,-0.8447,1.2939
691309,-0.7568,1.3647
691420,-0.6274,1.4233
691531,-0.5664,1.4844
691642,-0.4468,1.5527
691753,-0.4077,1.6040
691864,-0.3467,1.6626
691975,-0.3174,1.7017
692086,-0.2588,1.7725
692197,-0.2173,1.8213
692308,-0.1489,1.8530
692419,-0.1489,1.9409
692530,-0.1099,1.9824
692641,-0.0586,2.0410
692752,-0.0195,2.1118
692863,0.0195,2.1704
692974,0.0195,2.2412
693085,0.0513,2.3193
693196,0.0610,2.3999
693307,0.1392,2.5000
693418,0.1196,2.5586
693529,0.1489,2.6196
693640,0.1904,2.6782
693751,0.2197,2.7271
693862,0.2490,2.7783
693973,0.2881,2.8369
694084,0.3198,2.9175
694195,0.3491,2.9468
694306,0.3784,3.0078
694417,0.3882,3.0566
694528,0.4175,3.0957
694639,0.4590,3.1372
694750,0.4980,3.2056
694861,0.4980,3.2349
694972,0.5469,3.2764
695083,0.5371,3.3057
695194,0.6177,3.3350
695305,0.6177,3.3643
695416,0.5981,3.3960
695527,0.6470,3.4155
695638,0.6470,3.4351
695749,0.6665,3.4351
695860,0.6567,3.4448
695971,0.6885,3.4448
696082,0.6763,3.4253
696193,0.6763,3.3960
696304,0.7080,3.3545
696415,0.7080,3.2153
696526,0.6982,3.1055
696637,0.6982,3.0078
696748,0.6982,2.9077
696859,0.6885,2.8174
696970,0.6982,2.7075
697081,0.6885,2.6196
697192,0.7178,2.5391
697303,0.6763,2.4487
697414,0.6885,2.3486
697525,0.6982,2.2510
697636,0.6665,2.1704
697747,0.6665,2.0605
697858,0.6885,1.9727
697969,0.6665,1.8530
698080,0.6763,1.7627
698191,0.6567,1.6528
698302,0.6885,1.5332
698413,0.6274,1.4233
698524,0.6567,1.2842
698635,0.6665,1.1646
698746,0.6567,1.0254
698857,0.6372,0.8960
698968,0.6372,0.7568
699079,0.6372,0.6372
699190,0.6567,0.5176
699301,0.6274,0.4077
699412,0.6372,0.2881
699523,0.6274,0.1904
699634,0.6470,0.0806
699745,0.6177,-0.0293
699856,0.6372,-0.1392
699967,0.6177,-0.2490
700078,0.6177,-0.3369
700189,0.6177,-0.4565
700300,0.5688,-0.5273
700411,0.5884,-0.6665
700522,0.5469,-0.7568
700633,0.5469,-0.8643
700744,0.4883,-0.9546
700855,0.4297,-1.0547
700966,0.3394,-1.1548
701077,0.2197,-1.2329
701188,0.1001,-1.3135
701299,-0.0098,-1.4038
701410,-0.1294,-1.4624
701521,-0.2490,-1.5332
701632,-0.3271,-1.5918
701743,-0.3882,-1.6309
701854,-0.4272,-1.6821
701965,-0.5078,-1.7212
702076,-0.5664,-1.7700
702187,-0.5566,-1.8311
702298,-0.6177,-1.8799
702409,-0.6372,-1.9312
702520,-0.6763,-1.9897
702631,-0.7153,-2.0605
702742,-0.7471,-2.1289
702853,-0.7959,-2.1899
702964,-0.8057,-2.2388
703075,-0.8252,-2.3193
703186,-0.8862,-2.3975
703297,-0.9058,-2.4683
703408,-0.9351,-2.5488
703519,-0.9448,-2.6270
703630,-0.9839,-2.6563
703741,-0.9839,-2.7075
703852,-1.0059,-2.7563
703963,-1.0742,-2.8271
704074,-1.0840,-2.8955
704185,-1.1133,-2.9370
704296,-1.1450,-2.9858
704407,-1.1548,-3.0347
704518,-1.1743,-3.0957
704629,-1.1743,-3.1348
704740,-1.2134,-3.1738
704851,-1.2329,-3.2251
704962,-1.2939,-3.2446
705073,-1.3135,-3.3032
705184,-1.2842,-3.3350
705295,-1.3135,-3.3643
705406,-1.3525,-3.3740
705517,-1.3818,-3.4033
705628,-1.3940,-3.4326
705739,-1.4136,-3.4424
705850,-1.4136,-3.4424
705961,-1.4429,-3.4424
706072,-1.4429,-3.4229
706183,-1.4429,-3.4033
706294,-1.4526,-3.3643
706405,-1.4233,-3.2446
706516,-1.4038,-3.1250
706627,-1.4233,-3.0151
706738,-1.4331,-2.9248
706849,-1.4429,-2.8369
706960,-1.4136,-2.7368
707071,-1.4429,-2.6465
707182,-1.4429,-2.5586
707293,-1.4038,-2.4487
707404,-1.4331,-2.3682
707515,-1.4136,-2.2681
707626,-1.3940,-2.1704
707737,-1.4136,-2.0898
707848,-1.3721,-1.9897
707959,-1.4038,-1.8994
708070,-1.4233,-1.7822
708181,-1.4038,-1.6821
708292,-1.4038,-1.5723
708403,-1.3818,-1.4526
708514,-1.3940,-1.3232
708625,-1.4038,-1.1841
708736,-1.3818,-1.0645
708847,-1.3818,-0.9448
708958,-1.3818,-0.8154
709069,-1.3721,-0.6860
709180,-1.3721,-0.5664
709291,-1.3525,-0.4370
709402,-1.3721,-0.3369
709513,-1.4038,-0.2075
709624,-1.3525,-0.1196
709735,-1.3623,-0.0098
709846,-1.3623,0.0708
709957,-1.3525,0.1904
710068,-1.3525,0.3101
710179,-1.3525,0.4175
710290,-1.3232,0.5273
710401,-1.3623,0.6177
710512,-1.2939,0.7471
710623,-1.2744,0.8374
710734,-1.2329,0.9155
710845,-1.1938,1.0156
710956,-1.1035,1.1255
711067,-0.9937,1.1841
711178,-0.8862,1.2744
711289,-0.7861,1.3354
711400,-0.6763,1.4038
711511,-0.5664,1.4746
711622,-0.4980,1.5430
711733,-0.4272,1.5942
711844,-0.3589,1.6528
711955,-0.3174,1.7017
712066,-0.2588,1.7627
712177,-0.2295,1.7822
712288,-0.1880,1.8628
712399,-0.1392,1.9019
712510,-0.1587,1.9727
712621,-0.0586,2.0313
712732,-0.0195,2.0898
712843,-0.0293,2.1411
712954,0.0293,2.2314
713065,0.0610,2.2900
713176,0.0708,2.3804
713287,0.1001,2.4780
713398,0.1294,2.5488
713509,0.1489,2.6074
713620,0.1904,2.6685
713731,0.2100,2.7271
713842,0.2588,2.7881
713953,0.2783,2.8271
714064,0.3198,2.8979
714175,0.3394,2.9468
714286,0.3687,2.9956
714397,0.3979,3.0566
714508,0.3979,3.1055
714619,0.4395,3.1665
714730,0.4688,3.1860
714841,0.5078,3.2153
714952,0.5176,3.2764
715063,0.5786,3.2959
715174,0.5591,3.3350
715285,0.5884,3.3545
715396,0.6372,3.3740
715507,0.6079,3.4155
715618,0.6567,3.4253
715729,0.6763,3.4351
715840,0.6763,3.4546
715951,0.6763,3.4448
716062,0.7373,3.4253
716173,0.7080,3.4155
716284,0.7080,3.3545
716395,0.7178,3.2666
716506,0.6665,3.1470
716617,0.7080,3.0176
716728,0.7373,2.9370
716839,0.6982,2.8467
716950,0.6982,2.7490
717061,0.7080,2.6489
717172,0.6885,2.5781
717283,0.6982,2.4683
717394,0.6885,2.3804
717505,0.6567,2.2803
717616,0.6885,2.1997
717727,0.6567,2.0898
717838,0.6982,2.0020
717949,0.6665,1.9019
718060,0.6567,1.7920
718171,0.6665,1.6919
718282,0.6665,1.5820
718393,0.6567,1.4648
718504,0.6372,1.3354
718615,0.6470,1.2061
718726,0.6567,1.0547
718837,0.6470,0.9351
718948,0.6470,0.7861
719059,0.6567,0.6885
719170,0.6372,0.5591
719281,0.6470,0.4175
719392,0.6567,0.3296
719503,0.6470,0.2100
719614,0.6665,0.1196
719725,0.5981,0.0195
719836,0.6470,-0.1099
719947,0.6177,-0.1880
720058,0.6274,-0.3076
720169,0.6177,-0.4175
720280,0.6274,-0.5176
720391,0.5981,-0.6274
720502,0.5591,-0.7251
720613,0.5371,-0.8447
720724,0.5078,-0.9253
720835,0.4395,-1.0352
720946,0.3589,-1.1133
721057,0.2588,-1.2036
721168,0.1709,-1.2842
721279,0.0513,-1.3940
721390,-0.0781,-1.4429
721501,-0.2075,-1.5112
721612,-0.2881,-1.5723
721723,-0.3369,-1.6211
721834,-0.4468,-1.6528
721945,-0.4980,-1.7114
722056,-0.5176,-1.7603
722167,-0.5762,-1.8115
722278,-0.5859,-1.8799
722389,-0.6470,-1.9214
722500,-0.6763,-1.9702
722611,-0.7153,-2.0288
722722,-0.7568,-2.0996
722833,-0.7666,-2.1606
722944,-0.8252,-2.2388
723055,-0.8350,-2.2998
723166,-0.8765,-2.3877
723277,-0.8862,-2.4585
723388,-0.9351,-2.5488
723499,-0.9546,-2.6074
723610,-0.9644,-2.6465
723721,-1.0059,-2.7075
723832,-1.0059,-2.7466
723943,-1.0547,-2.8174
724054,-1.0742,-2.8564
724165,-1.0938,-2.9370
724276,-1.1133,-2.9761
724387,-1.1841,-3.0347
724498,-1.1743,-3.0859
724609,-1.1841,-3.1250
724720,-1.2524,-3.1836
724831,-1.2231,-3.2251
724942,-1.2646,-3.2349
725053,-1.2842,-3.2837
725164,-1.2842,-3.3252
725275,-1.3135,-3.3545
725386,-1.3330,-3.3838
725497,-1.3525,-3.3936
725608,-1.3721,-3.4229
725719,-1.4038,-3.4326
725830,-1.4038,-3.4424
725941,-1.4429,-3.4546
726052,-1.4526,-3.4229
726163,-1.4429,-3.4033
726274,-1.4233,-3.3740
726385,-1.4331,-3.2739
726496,-1.4526,-3.1445
726607,-1.4429,-3.0444
726718,-1.4136,-2.9468
726829,-1.4233,-2.8662
726940,-1.4233,-2.7661
727051,-1.4331,-2.6880
727162,-1.4136,-2.5781
727273,-1.4136,-2.4878
727384,-1.4331,-2.3975
727495,-1.4331,-2.2998
727606,-1.3818,-2.2095
727717,-1.4038,-2.1191
727828,-1.4136,-2.0190
727939,-1.3940,-1.9312
728050,-1.3940,-1.8213
728161,-1.4038,-1.7114
728272,-1.4038,-1.6016
728383,-1.4233,-1.4917
728494,-1.3940,-1.3525
728605,-1.3721,-1.2329
728716,-1.3940,-1.1035
728827,-1.3940,-0.9644
728938,-1.4038,-0.8350
729049,-1.3721,-0.7153
729160,-1.3721,-0.5957
729271,-1.3721,-0.4883
729382,-1.3330,-0.3589
729493,-1.3721,-0.2686
729604,-1.3525,-0.1782
729715,-1.3525,-0.0488
729826,-1.3623,0.0415
729937,-1.3623,0.1489
730048,-1.3623,0.2588
730159,-1.3135,0.3589
730270,-1.3232,0.4785
730381,-1.3232,0.5981
730492,-1.3232,0.7178
730603,-1.2744,0.8057
730714,-1.2231,0.9155
730825,-1.1841,1.0059
730936,-1.1353,1.0962
731047,-1.0254,1.1646
731158,-0.9253,1.2354
731269,-0.8057,1.3232
731380,-0.7153,1.3843
731491,-0.5957,1.4526
731602,-0.5469,1.5137
731713,-0.4468,1.6040
731824,-0.3979,1.6431
731935,-0.3467,1.6724
732046,-0.2881,1.7432
732157,-0.2295,1.7822
732268,-0.1978,1.8530
732379,-0.1489,1.9019
732490,-0.1196,1.9604
732601,-0.1099,2.0215
732712,-0.0293,2.0703
732823,-0.0195,2.1411
732934,-0.0098,2.1899
733045,0.0610,2.2803
733156,0.0708,2.3706
733267,0.0806,2.4585
733378,0.1294,2.5391
733489,0.1709,2.6074
733600,0.1807,2.6685
733711,0.2002,2.7173
733822,0.2490,2.7783
733933,0.2490,2.8271
734044,0.3003,2.8784
734155,0.3394,2.9370
734266,0.3784,2.9858
734377,0.3784,3.0469
734488,0.4175,3.1055
734599,0.4395,3.1250
734710,0.4492,3.1763
734821,0.4883,3.2251
734932,0.5371,3.2544
735043,0.5371,3.2959
735154,0.5591,3.3252
735265,0.5786,3.3545
735376,0.6079,3.3740
735487,0.6177,3.4058
735598,0.6470,3.4155
735709,0.7178,3.4448
735820,0.6982,3.4546
735931,0.6763,3.4546
736042,0.6885,3.4448
736153,0.7178,3.4155
736264,0.7178,3.3838
736375,0.6885,3.3057
736486,0.6982,3.1665
736597,0.6982,3.0664
736708,0.7080,2.9565
736819,0.7080,2.8564
736930,0.7080,2.7686
737041,0.7080,2.6782
737152,0.6885,2.5977
737263,0.6982,2.5098
737374,0.6982,2.4194
737485,0.6982,2.3193
737596,0.6885,2.2095
737707,0.6982,2.1118
737818,0.6665,2.0313
737929,0.6763,1.9312
738040,0.6567,1.8213
738151,0.6665,1.7236
738262,0.6763,1.6235
738373,0.6665,1.4844
738484,0.6567,1.3647
738595,0.6567,1.2549
738706,0.6567,1.1060
738817,0.6665,0.9766
738928,0.6372,0.8472
739039,0.6567,0.7178
739150,0.6274,0.5884
739261,0.6274,0.4688
739372,0.6470,0.3687
739483,0.6470,0.2686
739594,0.6665,0.1489
739705,0.6372,0.0513
739816,0.6177,-0.0391
739927,0.6372,-0.1587
740038,0.6177,-0.2783
740149,0.6079,-0.3589
740260,0.5981,-0.4761
740371,0.5981,-0.5957
740482,0.5371,-0.7056
740593,0.5591,-0.7959
740704,0.5371,-0.9058
740815,0.4883,-0.9937
740926,0.3589,-1.0840
741037,0.2783,-1.1841
741148,0.1904,-1.2744
741259,0.0610,-1.3525
741370,-0.0488,-1.4331
741481,-0.1880,-1.4917
741592,-0.2588,-1.5527
741703,-0.3589,-1.6016
741814,-0.4370,-1.6626
741925,-0.4883,-1.7017
742036,-0.5371,-1.7505
742147,-0.5566,-1.8018
742258,-0.6055,-1.8604
742369,-0.6274,-1.9116
742480,-0.6567,-1.9604
742591,-0.7056,-2.0190
742702,-0.7568,-2.0801
742813,-0.7764,-2.1484
742924,-0.7959,-2.2095
743035,-0.8350,-2.2998
743146,-0.8545,-2.3779
743257,-0.8643,-2.4487
743368,-0.9058,-2.5073
743479,-0.9253,-2.5879
743590,-0.9644,-2.6367
743701,-0.9937,-2.6978
743812,-1.0254,-2.7563
743923,-1.0449,-2.7856
744034,-1.0645,-2.8467
744145,-1.1133,-2.9150
744256,-1.1133,-2.9663
744367,-1.1450,-3.0054
744478,-1.1743,-3.0664
744589,-1.2134,-3.1250
744700,-1.2231,-3.1543
744811,-1.2524,-3.2153
744922,-1.2524,-3.2446
745033,-1.2744,-3.2837
745144,-1.3232,-3.3252
745255,-1.3525,-3.3545
745366,-1.3623,-3.3740
745477,-1.3721,-3.3936
745588,-1.3940,-3.4229
745699,-1.3818,-3.4424
745810,-1.3940,-3.4326
745921,-1.4233,-3.4546
746032,-1.4429,-3.4424
746143,-1.4233,-3.4326
746254,-1.4429,-3.3936
746365,-1.4136,-3.3350
746476,-1.4624,-3.1958
746587,-1.4233,-3.0762
746698,-1.4331,-2.9761
746809,-1.4136,-2.8760
746920,-1.4233,-2.7856
747031,-1.4429,-2.7075
747142,-1.4331,-2.5977
747253,-1.4331,-2.5366
747364,-1.4331,-2.4194
747475,-1.4233,-2.3291
747586,-1.4233,-2.2388
747697,-1.4136,-2.1387
747808,-1.4038,-2.0703
747919,-1.4038,-1.9507
748030,-1.4136,-1.8408
748141,-1.3818,-1.7310
748252,-1.3623,-1.6309
748363,-1.3721,-1.5234
748474,-1.4038,-1.4038
748585,-1.3818,-1.2744
748696,-1.3818,-1.1450
748807,-1.3940,-1.0156
748918,-1.3721,-0.8862
749029,-1.4038,-0.7568
749140,-1.3721,-0.6372
749251,-1.3623,-0.5078
749362,-1.3623,-0.3979
749473,-1.3721,-0.2783
749584,-1.3721,-0.1782
749695,-1.3525,-0.0879
749806,-1.3428,0.0098
749917,-1.3525,0.1294
750028,-1.3623,0.2197
750139,-1.3330,0.3491
750250,-1.3135,0.4590
750361,-1.3135,0.5688
750472,-1.3135,0.6763
750583,-1.2939,0.7861
750694,-1.2744,0.8765
750805,-1.2646,0.9766
750916,-1.1646,1.0645
751027,-1.0645,1.1353
751138,-0.9351,1.2451
751249,-0.8252,1.2939
751360,-0.7153,1.3550
751471,-0.6177,1.4233
751582,-0.5566,1.5039
751693,-0.4883,1.5527
751804,-0.4175,1.6138
751915,-0.3076,1.6626
752026,-0.3076,1.7236
752137,-0.2490,1.7822
752248,-0.1880,1.8311
752359,-0.1587,1.8921
752470,-0.1099,1.9409
752581,-0.1001,2.0020
752692,-0.0586,2.0508
752803,-0.0391,2.1118
752914,0.0000,2.1802
753025,0.0293,2.2607
753136,0.0610,2.3389
753247,0.0708,2.4097
753358,0.1196,2.5195
753469,0.1489,2.5879
753580,0.1709,2.6587
753691,0.2197,2.6978
753802,0.2393,2.7588
753913,0.2686,2.8174
754024,0.3003,2.8784
754135,0.3394,2.9272
754246,0.3296,2.9761
754357,0.3784,3.0371
754468,0.4077,3.0859
754579,0.4297,3.1250
754690,0.4590,3.1763
754801,0.4980,3.2056
754912,0.5176,3.2544
755023,0.5591,3.2959
755134,0.5786,3.3350
755245,0.5981,3.3447
755356,0.6177,3.3545
755467,0.6274,3.3960
755578,0.6372,3.4155
755689,0.6665,3.4351
755800,0.6665,3.4546
755911,0.7275,3.4448
756022,0.6982,3.4448
756133,0.6885,3.4155
756244,0.6982,3.3960
756355,0.7275,3.3545
756466,0.7080,3.2056
756577,0.7080,3.0859
756688,0.7178,2.9956
756799,0.6982,2.8979
756910,0.7080,2.8076
757021,0.6982,2.7075
757132,0.7080,2.5977
757243,0.6885,2.5195
757354,0.6763,2.4292
757465,0.6885,2.3389
757576,0.6982,2.2607
757687,0.6763,2.1509
757798,0.6763,2.0703
757909,0.6763,1.9604
758020,0.6470,1.8628
758131,0.6885,1.7627
758242,0.6665,1.6431
758353,0.6763,1.5234
758464,0.6470,1.4038
758575,0.6470,1.2842
758686,0.6372,1.1548
758797,0.6665,1.0156
758908,0.6885,0.8960
759019,0.6567,0.7568
759130,0.6567,0.6372
759241,0.6470,0.5078
759352,0.6372,0.4077
759463,0.6372,0.2881
759574,0.6177,0.1807
759685,0.6372,0.0903
759796,0.6177,-0.0195
759907,0.6177,-0.1294
760018,0.6079,-0.2490
760129,0.5884,-0.3467
760240,0.5981,-0.4468
760351,0.5786,-0.5566
760462,0.6079,-0.6567
760573,0.5688,-0.7666
760684,0.5273,-0.8765
760795,0.4980,-0.9546
760906,0.4395,-1.0742
761017,0.3198,-1.1548
761128,0.2197,-1.2427
761239,0.0708,-1.3330
761350,-0.0098,-1.4038
761461,-0.1099,-1.4819
761572,-0.2295,-1.5430
761683,-0.3271,-1.5918
761794,-0.3784,-1.6309
761905,-0.4468,-1.7017
762016,-0.5176,-1.7310
762127,-0.5469,-1.8018
762238,-0.5957,-1.8311
762349,-0.6372,-1.8896
762460,-0.6860,-1.9409
762571,-0.6958,-2.0093
762682,-0.7471,-2.0703
762793,-0.7764,-2.1289
762904,-0.8154,-2.2095
763015,-0.8447,-2.2583
763126,-0.8350,-2.3486
763237,-0.8862,-2.4390
763348,-0.8960,-2.4976
763459,-0.9155,-2.5879
763570,-0.9741,-2.6270
763681,-0.9937,-2.6978
763792,-1.0254,-2.7368
763903,-1.0449,-2.7856
764014,-1.0547,-2.8271
764125,-1.0840,-2.9150
764236,-1.0938,-2.9565
764347,-1.1353,-3.0054
764458,-1.1841,-3.0542
764569,-1.1841,-3.1055
764680,-1.2134,-3.1445
764791,-1.2427,-3.1958
764902,-1.2646,-3.2446
765013,-1.2842,-3.2837
765124,-1.2939,-3.3252
765235,-1.3135,-3.3350
765346,-1.3428,-3.3740
765457,-1.3721,-3.4131
765568,-1.3721,-3.3936
765679,-1.3721,-3.4229
765790,-1.4136,-3.4424
765901,-1.4233,-3.4424
766012,-1.4233,-3.4546
766123,-1.4331,-3.4229
766234,-1.4331,-3.4033
766345,-1.4331,-3.3740
766456,-1.4526,-3.2349
766567,-1.4429,-3.1055
766678,-1.4624,-3.0054
766789,-1.4624,-2.9053
766900,-1.4429,-2.8271
767011,-1.4038,-2.7271
767122,-1.4233,-2.6465
767233,-1.4233,-2.5586
767344,-1.4331,-2.4487
767455,-1.4233,-2.3584
