time,x,y
0,0.5786,-0.6958
111,0.5371,-0.7959
222,0.5176,-0.8960
333,0.4883,-0.9839
444,0.4077,-1.0840
555,0.3589,-1.1646
666,0.1807,-1.2744
777,0.0610,-1.3330
888,-0.0488,-1.4233
999,-0.1392,-1.4819
1110,-0.2588,-1.5430
1221,-0.3076,-1.6016
1332,-0.3882,-1.6406
1443,-0.4663,-1.7017
1554,-0.5469,-1.7603
1665,-0.5762,-1.8018
1776,-0.6055,-1.8506
1887,-0.6665,-1.8896
1998,-0.6665,-1.9702
2109,-0.6958,-2.0093
2220,-0.7153,-2.0898
2331,-0.7349,-2.1387
2442,-0.7959,-2.2095
2553,-0.8252,-2.2900
2664,-0.8447,-2.3682
2775,-0.8545,-2.4487
2886,-0.9155,-2.5269
2997,-0.9351,-2.5879
3108,-0.9741,-2.6465
3219,-1.0059,-2.6880
3330,-1.0254,-2.7563
3441,-1.0352,-2.8076
3552,-1.0840,-2.8662
3663,-1.0840,-2.9150
3774,-1.1450,-2.9858
3885,-1.1450,-3.0347
3996,-1.2134,-3.0664
4107,-1.1841,-3.1152
4218,-1.2329,-3.1836
4329,-1.2427,-3.2153
4440,-1.2842,-3.2544
4551,-1.2842,-3.2739
4662,-1.3037,-3.3032
4773,-1.3135,-3.3447
4884,-1.3623,-3.3740
4995,-1.3623,-3.3838
5106,-1.4038,-3.4131
5217,-1.3623,-3.4229
5328,-1.4233,-3.4326
5439,-1.4136,-3.4326
5550,-1.4038,-3.4326
5661,-1.4136,-3.4131
5772,-1.4526,-3.3936
5883,-1.4331,-3.3130
5994,-1.4233,-3.1836
6105,-1.4038,-3.0762
6216,-1.4429,-2.9858
6327,-1.4038,-2.8760
6438,-1.4136,-2.7954
6549,-1.4429,-2.7075
6660,-1.3940,-2.6172
6771,-1.4136,-2.5269
6882,-1.3940,-2.4292
6993,-1.3940,-2.3389
7104,-1.3940,-2.2388
7215,-1.3721,-2.1484
7326,-1.4136,-2.0703
7437,-1.4038,-1.9507
7548,-1.3721,-1.8701
7659,-1.4038,-1.7407
7770,-1.3940,-1.6309
7881,-1.3940,-1.5234
7992,-1.4136,-1.4038
8103,-1.3940,-1.2939
8214,-1.4136,-1.1548
8325,-1.4038,-1.0254
8436,-1.4038,-0.8862
8547,-1.3818,-0.7568
8658,-1.3721,-0.6274
8769,-1.3623,-0.5176
8880,-1.3940,-0.3979
8991,-1.3940,-0.2881
9102,-1.3525,-0.1978
9213,-1.3818,-0.1001
9324,-1.3623,0.0293
9435,-1.3428,0.1294
9546,-1.3525,0.2295
9657,-1.3525,0.3394
9768,-1.3428,0.4590
9879,-1.3135,0.5469
9990,-1.3135,0.6567
10101,-1.2744,0.7764
10212,-1.2744,0.8765
10323,-1.2329,0.9668
10434,-1.1548,1.0645
10545,-1.0742,1.1450
10656,-0.9644,1.2158
10767,-0.8447,1.3037
10878,-0.7568,1.3550
10989,-0.6470,1.4429
11100,-0.5762,1.4941
11211,-0.4980,1.5527
11322,-0.3979,1.6138
11433,-0.3271,1.6626
11544,-0.2881,1.7236
11655,-0.2393,1.7822
11766,-0.2075,1.8311
11877,-0.1685,1.8726
11988,-0.1294,1.9312
12099,-0.0781,1.9922
12210,-0.0586,2.0605
12321,-0.0391,2.1118
12432,0.0000,2.1802
12543,0.0098,2.2705
12654,0.0610,2.3706
12765,0.1001,2.4585
12876,0.0903,2.5293
12987,0.1587,2.5879
13098,0.1807,2.6587
13209,0.2295,2.7173
13320,0.2490,2.7686
13431,0.2686,2.8174
13542,0.3101,2.8882
13653,0.3198,2.9370
13764,0.3491,2.9761
13875,0.3882,3.0273
13986,0.3979,3.0762
14097,0.4590,3.1250
14208,0.4590,3.1665
14319,0.4980,3.2349
14430,0.5176,3.2446
14541,0.5371,3.2666
14652,0.5688,3.3057
14763,0.5981,3.3545
14874,0.6372,3.3545
14985,0.6177,3.3838
15096,0.6665,3.4058
15207,0.6885,3.4253
15318,0.6982,3.4351
15429,0.7080,3.4351
15540,0.7080,3.4351
15651,0.7080,3.4253
15762,0.6982,3.4058
15873,0.7178,3.3545
15984,0.6982,3.1958
16095,0.7178,3.0859
16206,0.7275,2.9858
16317,0.7178,2.8979
16428,0.6982,2.7881
16539,0.6885,2.7075
16650,0.6982,2.6196
16761,0.7178,2.5293
16872,0.6763,2.4390
16983,0.7178,2.3291
17094,0.6763,2.2510
17205,0.6665,2.1606
17316,0.6567,2.0605
17427,0.6763,1.9604
17538,0.6763,1.8530
17649,0.6665,1.7627
17760,0.7080,1.6431
17871,0.6567,1.5332
17982,0.6665,1.4136
18093,0.6665,1.2842
18204,0.6665,1.1548
18315,0.6665,1.0156
18426,0.6470,0.8765
18537,0.6470,0.7568
18648,0.6372,0.6274
18759,0.6274,0.5176
18870,0.6372,0.3882
18981,0.6372,0.2881
19092,0.6372,0.1904
19203,0.6372,0.0806
19314,0.6274,-0.0195
19425,0.5981,-0.1294
19536,0.6470,-0.2295
19647,0.6470,-0.3271
19758,0.6274,-0.4370
19869,0.5884,-0.5469
19980,0.5786,-0.6372
20091,0.5786,-0.7764
20202,0.5273,-0.8643
20313,0.4980,-0.9546
20424,0.4297,-1.0547
20535,0.3198,-1.1450
20646,0.2197,-1.2329
20757,0.1001,-1.3232
20868,-0.0098,-1.3940
20979,-0.1099,-1.4722
21090,-0.2393,-1.5234
21201,-0.3076,-1.5918
21312,-0.3882,-1.6309
21423,-0.4468,-1.6821
21534,-0.4883,-1.7505
21645,-0.5566,-1.7822
21756,-0.5762,-1.8506
21867,-0.6372,-1.8896
21978,-0.6958,-1.9507
22089,-0.6860,-1.9995
22200,-0.7153,-2.0605
22311,-0.7471,-2.1289
22422,-0.7959,-2.1997
22533,-0.8252,-2.2681
22644,-0.8545,-2.3389
22755,-0.8643,-2.4292
22866,-0.9253,-2.5073
22977,-0.9155,-2.5684
23088,-0.9448,-2.6367
23199,-1.0059,-2.6880
23310,-0.9937,-2.7466
23421,-1.0645,-2.7856
23532,-1.0645,-2.8369
23643,-1.0742,-2.8955
23754,-1.1133,-2.9565
23865,-1.1548,-2.9956
23976,-1.1450,-3.0444
24087,-1.1646,-3.1055
24198,-1.2036,-3.1543
24309,-1.2231,-3.1958
24420,-1.2329,-3.2349
24531,-1.2744,-3.2544
24642,-1.3135,-3.3032
24753,-1.3135,-3.3350
24864,-1.3428,-3.3643
24975,-1.3721,-3.3643
25086,-1.3721,-3.4033
25197,-1.3721,-3.4131
25308,-1.3940,-3.4229
25419,-1.4233,-3.4326
25530,-1.4429,-3.4229
25641,-1.4331,-3.4229
25752,-1.4429,-3.4033
25863,-1.4233,-3.3643
25974,-1.4331,-3.2153
26085,-1.4331,-3.0957
26196,-1.4526,-3.0054
26307,-1.4331,-2.9053
26418,-1.4429,-2.8174
26529,-1.3940,-2.7271
26640,-1.4429,-2.6465
26751,-1.4331,-2.5488
26862,-1.4136,-2.4683
26973,-1.3940,-2.3682
27084,-1.4331,-2.2583
27195,-1.4038,-2.1704
27306,-1.4136,-2.0703
27417,-1.3940,-1.9800
27528,-1.4136,-1.8896
27639,-1.4233,-1.7822
27750,-1.4136,-1.6821
27861,-1.3940,-1.5527
27972,-1.3818,-1.4429
28083,-1.3940,-1.3135
28194,-1.3721,-1.1938
28305,-1.4038,-1.0645
28416,-1.3721,-0.9253
28527,-1.3818,-0.7959
28638,-1.3721,-0.6665
28749,-1.3721,-0.5371
28860,-1.3721,-0.4468
28971,-1.3623,-0.3174
29082,-1.3721,-0.2075
29193,-1.3623,-0.1196
29304,-1.3232,-0.0098
29415,-1.3525,0.0806
29526,-1.3428,0.2002
29637,-1.3721,0.3101
29748,-1.3330,0.4077
29859,-1.3232,0.5176
29970,-1.3232,0.6274
30081,-1.2939,0.7568
30192,-1.2744,0.8472
30303,-1.2524,0.9570
30414,-1.1743,1.0352
30525,-1.0840,1.1157
30636,-0.9937,1.2061
30747,-0.8643,1.2549
30858,-0.7959,1.3354
30969,-0.6470,1.4136
31080,-0.5469,1.4746
31191,-0.4980,1.5332
31302,-0.4468,1.5942
31413,-0.3369,1.6333
31524,-0.3271,1.7017
31635,-0.2686,1.7627
31746,-0.1978,1.8213
31857,-0.1880,1.8628
31968,-0.1392,1.9214
32079,-0.1294,1.9922
32190,-0.0781,2.0313
32301,0.0000,2.0801
32412,-0.0293,2.1606
32523,0.0098,2.2314
32634,0.0293,2.3291
32745,0.0903,2.4194
32856,0.1099,2.5000
32967,0.1489,2.5684
33078,0.1587,2.6294
33189,0.2002,2.6880
33300,0.2588,2.7490
33411,0.2490,2.8076
33522,0.3003,2.8564
33633,0.3394,2.9175
33744,0.3394,2.9370
33855,0.3589,3.0176
33966,0.4077,3.0469
34077,0.4175,3.1152
34188,0.4688,3.1372
34299,0.4688,3.1860
34410,0.4980,3.2349
34521,0.5371,3.2666
34632,0.5591,3.3057
34743,0.5884,3.3252
34854,0.5981,3.3643
34965,0.6470,3.3740
35076,0.6372,3.4058
35187,0.6763,3.4155
35298,0.6567,3.4253
35409,0.6885,3.4448
35520,0.6763,3.4546
35631,0.6982,3.4253
35742,0.6982,3.4155
35853,0.7178,3.3740
35964,0.6982,3.2666
36075,0.6982,3.1152
36186,0.7178,3.0176
36297,0.7080,2.9077
36408,0.6885,2.8271
36519,0.6885,2.7368
36630,0.6885,2.6489
36741,0.6763,2.5684
36852,0.6982,2.4585
36963,0.6885,2.3706
37074,0.6763,2.2803
37185,0.6763,2.1802
37296,0.6763,2.0801
37407,0.6763,2.0020
37518,0.6885,1.9019
37629,0.6665,1.7920
37740,0.6763,1.6919
37851,0.6763,1.5527
37962,0.6567,1.4429
38073,0.6763,1.3232
38184,0.6665,1.1841
38295,0.6274,1.0449
38406,0.6665,0.9155
38517,0.6470,0.7861
38628,0.6470,0.6763
38739,0.6665,0.5591
38850,0.6567,0.4297
38961,0.6372,0.3296
39072,0.6177,0.2100
39183,0.6372,0.1196
39294,0.6372,0.0098
39405,0.6274,-0.0684
39516,0.6177,-0.1978
39627,0.5981,-0.3076
39738,0.6274,-0.4077
39849,0.6177,-0.5273
39960,0.5981,-0.6372
40071,0.5688,-0.7251
40182,0.5371,-0.8252
40293,0.4883,-0.9351
40404,0.4395,-1.0254
40515,0.3394,-1.1133
40626,0.2490,-1.2134
40737,0.1196,-1.2939
40848,0.0195,-1.3623
40959,-0.1294,-1.4526
41070,-0.2075,-1.5332
41181,-0.2881,-1.5625
41292,-0.3687,-1.6113
41403,-0.4272,-1.6724
41514,-0.4761,-1.7114
41625,-0.5273,-1.7603
41736,-0.5859,-1.8213
41847,-0.6470,-1.8799
41958,-0.6665,-1.9312
42069,-0.6958,-1.9897
42180,-0.7471,-2.0605
42291,-0.7666,-2.1094
42402,-0.7764,-2.1802
42513,-0.8252,-2.2485
42624,-0.8350,-2.3389
42735,-0.8447,-2.3975
42846,-0.8960,-2.4878
42957,-0.8862,-2.5488
43068,-0.9448,-2.6074
43179,-0.9937,-2.6660
43290,-1.0059,-2.7368
43401,-1.0254,-2.7759
43512,-1.0645,-2.8369
43623,-1.0645,-2.8857
43734,-1.0938,-2.9468
43845,-1.1353,-2.9858
43956,-1.1743,-3.0444
44067,-1.1743,-3.0762
44178,-1.2036,-3.1445
44289,-1.2427,-3.1836
44400,-1.2646,-3.2349
44511,-1.2939,-3.2739
44622,-1.3135,-3.2837
44733,-1.2939,-3.3252
44844,-1.3428,-3.3545
44955,-1.3623,-3.3643
45066,-1.4038,-3.3936
45177,-1.3818,-3.4131
45288,-1.3940,-3.4131
45399,-1.4233,-3.4229
45510,-1.4526,-3.4326
45621,-1.4136,-3.4131
45732,-1.4038,-3.4033
45843,-1.4429,-3.3740
45954,-1.4526,-3.2739
46065,-1.4136,-3.1348
46176,-1.4233,-3.0542
46287,-1.4331,-2.9370
46398,-1.4233,-2.8467
46509,-1.4233,-2.7466
46620,-1.4038,-2.6660
46731,-1.3818,-2.5586
46842,-1.4331,-2.4683
46953,-1.4136,-2.3779
47064,-1.4331,-2.2900
47175,-1.4038,-2.1997
47286,-1.4331,-2.1094
47397,-1.4038,-1.9995
47508,-1.3818,-1.8896
47619,-1.3940,-1.8115
47730,-1.3818,-1.7017
47841,-1.4136,-1.5820
47952,-1.3818,-1.4819
48063,-1.3940,-1.3330
48174,-1.3623,-1.2134
48285,-1.3721,-1.0840
48396,-1.3721,-0.9546
48507,-1.3721,-0.8350
48618,-1.4331,-0.7153
48729,-1.3721,-0.5859
48840,-1.3623,-0.4761
48951,-1.3721,-0.3589
49062,-1.3428,-0.2588
49173,-1.3721,-0.1587
49284,-1.3428,-0.0488
49395,-1.3623,0.0610
49506,-1.3428,0.1587
49617,-1.3428,0.2686
49728,-1.3428,0.3589
49839,-1.3330,0.4883
49950,-1.3330,0.5981
50061,-1.3135,0.7178
50172,-1.2939,0.7959
50283,-1.2231,0.9155
50394,-1.2134,0.9961
50505,-1.1450,1.0864
50616,-1.0449,1.1646
50727,-0.9155,1.2451
50838,-0.8154,1.3232
50949,-0.6860,1.3940
51060,-0.5957,1.4648
51171,-0.5078,1.5234
51282,-0.4663,1.5942
51393,-0.3784,1.6235
51504,-0.3271,1.6821
51615,-0.2686,1.7236
51726,-0.2490,1.7920
51837,-0.1978,1.8408
51948,-0.1782,1.9019
52059,-0.1099,1.9604
52170,-0.1001,2.0215
52281,-0.0684,2.0703
52392,-0.0195,2.1411
52503,0.0195,2.2095
52614,0.0513,2.2900
52725,0.0806,2.3804
52836,0.1099,2.4683
52947,0.1392,2.5391
53058,0.1904,2.5977
53169,0.1807,2.6685
53280,0.2002,2.7368
53391,0.2686,2.7783
53502,0.2783,2.8467
53613,0.3101,2.9077
53724,0.3589,2.9565
53835,0.3784,2.9761
53946,0.4175,3.0469
54057,0.4297,3.0957
54168,0.4492,3.1372
54279,0.4785,3.1860
54390,0.5176,3.2153
54501,0.5176,3.2446
54612,0.5591,3.2861
54723,0.5786,3.3154
54834,0.6177,3.3447
54945,0.6079,3.3643
55056,0.6470,3.3838
55167,0.6567,3.4155
55278,0.6665,3.4253
55389,0.6567,3.4351
55500,0.6982,3.4351
55611,0.6982,3.4058
55722,0.7080,3.4155
55833,0.7080,3.3643
55944,0.6885,3.2861
56055,0.7178,3.1665
56166,0.7178,3.0566
56277,0.7080,2.9565
56388,0.7080,2.8564
56499,0.6885,2.7783
56610,0.6885,2.6587
56721,0.6885,2.5781
56832,0.6763,2.5000
56943,0.6763,2.3999
57054,0.6982,2.2900
57165,0.6665,2.1997
57276,0.6763,2.1313
57387,0.6885,2.0215
57498,0.6763,1.9214
57609,0.7080,1.8115
57720,0.7080,1.7114
57831,0.6885,1.6040
57942,0.6665,1.4941
58053,0.6665,1.3550
58164,0.6567,1.2354
58275,0.6567,1.0962
58386,0.6665,0.9668
58497,0.6665,0.8179
58608,0.6470,0.6885
58719,0.6372,0.5786
58830,0.6567,0.4688
58941,0.6274,0.3589
59052,0.6177,0.2490
59163,0.6470,0.1489
59274,0.6274,0.0513
59385,0.6372,-0.0391
59496,0.6079,-0.1587
59607,0.6274,-0.2783
59718,0.6274,-0.3784
59829,0.6274,-0.4883
59940,0.5688,-0.5762
60051,0.5786,-0.6860
60162,0.5786,-0.7861
60273,0.5176,-0.9058
60384,0.4492,-0.9937
60495,0.3979,-1.0840
60606,0.3003,-1.1938
60717,0.1904,-1.2646
60828,0.0806,-1.3525
60939,-0.0586,-1.4331
61050,-0.2075,-1.5015
61161,-0.2686,-1.5723
61272,-0.3174,-1.6016
61383,-0.4077,-1.6528
61494,-0.4663,-1.7017
61605,-0.5078,-1.7505
61716,-0.5762,-1.8018
61827,-0.5957,-1.8506
61938,-0.6470,-1.9116
62049,-0.6763,-1.9800
62160,-0.6860,-2.0508
62271,-0.7568,-2.0996
62382,-0.7764,-2.1802
62493,-0.8154,-2.2388
62604,-0.8350,-2.3096
62715,-0.8545,-2.3779
62826,-0.9058,-2.4780
62937,-0.9058,-2.5488
63048,-0.9546,-2.5977
63159,-0.9644,-2.6563
63270,-0.9937,-2.7075
63381,-1.0156,-2.7661
63492,-1.0547,-2.8271
63603,-1.0742,-2.8760
63714,-1.0840,-2.9248
63825,-1.1548,-2.9663
63936,-1.1646,-3.0347
64047,-1.1646,-3.0762
64158,-1.1841,-3.1250
64269,-1.1938,-3.1641
64380,-1.2427,-3.2056
64491,-1.2939,-3.2544
64602,-1.2939,-3.2739
64713,-1.3135,-3.3032
64824,-1.3135,-3.3447
64935,-1.3721,-3.3740
65046,-1.3623,-3.3838
65157,-1.3623,-3.3936
65268,-1.4136,-3.4131
65379,-1.4136,-3.4326
65490,-1.4136,-3.4424
65601,-1.4233,-3.4131
65712,-1.4429,-3.4033
65823,-1.4624,-3.3740
65934,-1.4624,-3.3447
66045,-1.4233,-3.1836
66156,-1.4624,-3.0542
66267,-1.4624,-2.9663
66378,-1.4331,-2.8760
66489,-1.4429,-2.7759
66600,-1.4136,-2.7075
66711,-1.4233,-2.5977
66822,-1.4038,-2.4976
66933,-1.4136,-2.4072
67044,-1.4429,-2.3193
67155,-1.4136,-2.2388
67266,-1.3940,-2.1387
67377,-1.4136,-2.0508
67488,-1.4038,-1.9409
67599,-1.4331,-1.8506
67710,-1.4038,-1.7310
67821,-1.4136,-1.6211
67932,-1.3818,-1.5234
68043,-1.3940,-1.3940
68154,-1.4038,-1.2524
68265,-1.3818,-1.1353
68376,-1.3818,-1.0059
68487,-1.3818,-0.8643
68598,-1.3818,-0.7568
68709,-1.3525,-0.6177
68820,-1.3623,-0.4980
68931,-1.3818,-0.3979
69042,-1.3623,-0.2686
69153,-1.3818,-0.1685
69264,-1.3818,-0.0684
69375,-1.3721,0.0293
69486,-1.3428,0.1099
69597,-1.3525,0.2490
69708,-1.3232,0.3296
69819,-1.3428,0.4688
69930,-1.3330,0.5786
70041,-1.3330,0.6763
70152,-1.2939,0.7666
70263,-1.2744,0.8765
70374,-1.2427,0.9766
70485,-1.1230,1.0645
70596,-1.0547,1.1450
70707,-0.9644,1.2158
70818,-0.8545,1.2939
70929,-0.7251,1.3745
71040,-0.6177,1.4331
71151,-0.5566,1.4941
71262,-0.4663,1.5527
71373,-0.3882,1.6333
71484,-0.3589,1.6821
71595,-0.2881,1.7114
71706,-0.2588,1.7725
71817,-0.2173,1.8213
71928,-0.1587,1.8726
72039,-0.1196,1.9507
72150,-0.1001,2.0020
72261,-0.0586,2.0605
72372,-0.0293,2.1313
72483,0.0195,2.1997
72594,0.0513,2.2803
72705,0.0513,2.3706
72816,0.1001,2.4683
72927,0.1294,2.5391
73038,0.1587,2.5977
73149,0.1904,2.6587
73260,0.2197,2.7173
73371,0.2393,2.7783
73482,0.3101,2.8271
73593,0.3003,2.8882
73704,0.3394,2.9272
73815,0.3687,2.9956
73926,0.3882,3.0371
74037,0.4395,3.0859
74148,0.4297,3.1372
74259,0.4980,3.1860
74370,0.5273,3.2056
74481,0.5469,3.2544
74592,0.5469,3.2861
74703,0.5688,3.3057
74814,0.5884,3.3350
74925,0.6177,3.3643
75036,0.6470,3.3838
75147,0.6567,3.4155
75258,0.6470,3.4351
75369,0.6567,3.4351
75480,0.6763,3.4448
75591,0.6982,3.4351
75702,0.6982,3.4253
75813,0.7275,3.3838
75924,0.7178,3.3350
76035,0.7373,3.1958
76146,0.6763,3.0859
76257,0.7275,2.9858
76368,0.7080,2.8882
76479,0.6982,2.7979
76590,0.7080,2.6978
76701,0.6982,2.6074
76812,0.6763,2.5391
76923,0.6763,2.4194
77034,0.6665,2.3193
77145,0.6885,2.2314
77256,0.6885,2.1411
77367,0.6665,2.0508
77478,0.6567,1.9604
77589,0.6885,1.8408
77700,0.6885,1.7432
77811,0.6567,1.6333
77922,0.6567,1.5332
78033,0.6982,1.3940
78144,0.6665,1.2646
78255,0.6567,1.1450
78366,0.6665,0.9863
78477,0.6372,0.8667
78588,0.6567,0.7373
78699,0.6372,0.6177
78810,0.6372,0.5078
78921,0.6177,0.3979
79032,0.6372,0.2881
79143,0.6274,0.1807
79254,0.6372,0.0708
79365,0.6177,-0.0293
79476,0.6470,-0.1392
79587,0.5981,-0.2295
79698,0.6079,-0.3369
79809,0.5884,-0.4468
79920,0.5884,-0.5664
80031,0.5591,-0.6665
80142,0.5884,-0.7861
80253,0.5371,-0.8765
80364,0.5078,-0.9741
80475,0.4297,-1.0645
80586,0.3101,-1.1646
80697,0.2100,-1.2427
80808,0.0610,-1.3330
80919,-0.0488,-1.4136
81030,-0.1392,-1.4917
81141,-0.2490,-1.5527
81252,-0.3076,-1.5918
81363,-0.3882,-1.6528
81474,-0.4468,-1.6919
81585,-0.5273,-1.7505
81696,-0.5469,-1.7920
81807,-0.6055,-1.8506
81918,-0.6274,-1.9116
82029,-0.6665,-1.9702
82140,-0.7153,-2.0190
82251,-0.7153,-2.0898
82362,-0.7861,-2.1484
82473,-0.7764,-2.2192
82584,-0.8447,-2.2998
82695,-0.8545,-2.3779
82806,-0.8960,-2.4487
82917,-0.9058,-2.5269
83028,-0.9448,-2.5977
83139,-0.9644,-2.6367
83250,-0.9937,-2.6978
83361,-1.0156,-2.7466
83472,-1.0449,-2.7954
83583,-1.0938,-2.8564
83694,-1.0938,-2.9150
83805,-1.1230,-2.9858
83916,-1.1841,-3.0347
84027,-1.1646,-3.0762
84138,-1.1938,-3.1152
84249,-1.2134,-3.1543
84360,-1.2524,-3.2056
84471,-1.2524,-3.2446
84582,-1.2939,-3.2837
84693,-1.3135,-3.3032
84804,-1.3135,-3.3252
84915,-1.3525,-3.3643
85026,-1.3623,-3.3838
85137,-1.3940,-3.4033
85248,-1.3818,-3.4229
85359,-1.4331,-3.4326
85470,-1.4233,-3.4424
85581,-1.4331,-3.4424
85692,-1.4038,-3.4229
85803,-1.4526,-3.3936
85914,-1.4331,-3.3447
86025,-1.4429,-3.2056
86136,-1.4429,-3.1055
86247,-1.4136,-2.9858
86358,-1.4429,-2.8955
86469,-1.3940,-2.8174
86580,-1.4526,-2.7075
86691,-1.4331,-2.6367
86802,-1.4038,-2.5171
86913,-1.4038,-2.4487
87024,-1.4136,-2.3389
87135,-1.4136,-2.2485
87246,-1.4233,-2.1606
87357,-1.4136,-2.0605
87468,-1.4233,-1.9604
87579,-1.4136,-1.8701
87690,-1.3818,-1.7603
87801,-1.3940,-1.6626
87912,-1.4038,-1.5527
88023,-1.3818,-1.4233
88134,-1.3721,-1.2939
88245,-1.3940,-1.1743
88356,-1.3721,-1.0352
88467,-1.3721,-0.9058
88578,-1.3818,-0.7666
88689,-1.3818,-0.6470
88800,-1.3623,-0.5371
88911,-1.3721,-0.4175
89022,-1.3721,-0.3174
89133,-1.3525,-0.1978
89244,-1.3623,-0.1196
89355,-1.3525,-0.0195
89466,-1.3623,0.1099
89577,-1.3525,0.2197
89688,-1.3428,0.3198
89799,-1.3232,0.4297
89910,-1.3135,0.5371
90021,-1.2939,0.6567
90132,-1.3037,0.7568
90243,-1.2842,0.8569
90354,-1.2524,0.9473
90465,-1.1938,1.0352
90576,-1.0840,1.1157
90687,-0.9644,1.2158
90798,-0.8643,1.2744
90909,-0.7471,1.3452
91020,-0.6470,1.4136
91131,-0.5566,1.4844
91242,-0.4761,1.5430
91353,-0.4077,1.6040
91464,-0.3589,1.6626
91575,-0.2979,1.7114
91686,-0.2490,1.7627
91797,-0.2075,1.8213
91908,-0.1587,1.8726
92019,-0.1489,1.9214
92130,-0.1196,1.9824
92241,-0.0586,2.0410
92352,-0.0586,2.1118
92463,0.0195,2.1899
92574,0.0098,2.2607
92685,0.0415,2.3486
92796,0.0806,2.4390
92907,0.1099,2.5098
93018,0.1196,2.5879
93129,0.1807,2.6392
93240,0.2002,2.6978
93351,0.2393,2.7588
93462,0.2490,2.8174
93573,0.3198,2.8662
93684,0.3394,2.9175
93795,0.3589,2.9761
93906,0.4077,3.0273
94017,0.3979,3.0762
94128,0.4297,3.1152
94239,0.4688,3.1763
94350,0.5078,3.1958
94461,0.5273,3.2544
94572,0.5786,3.2764
94683,0.5688,3.2959
94794,0.5884,3.3252
94905,0.6079,3.3545
95016,0.6274,3.3838
95127,0.6372,3.4058
95238,0.6763,3.4253
95349,0.6763,3.4253
95460,0.6763,3.4448
95571,0.6982,3.4253
95682,0.7080,3.4253
95793,0.6982,3.4155
95904,0.7080,3.3545
96015,0.6763,3.2446
96126,0.6982,3.1152
96237,0.7275,3.0371
96348,0.6665,2.9077
96459,0.6982,2.8174
96570,0.7080,2.7271
96681,0.6763,2.6392
96792,0.6982,2.5391
96903,0.6763,2.4585
97014,0.6982,2.3486
97125,0.6885,2.2607
97236,0.6885,2.1704
97347,0.6567,2.0703
97458,0.6665,1.9727
97569,0.6763,1.8823
97680,0.6982,1.7627
97791,0.6470,1.6626
97902,0.6982,1.5527
98013,0.6763,1.4331
98124,0.6470,1.3037
98235,0.6372,1.1646
98346,0.6470,1.0352
98457,0.6470,0.9058
98568,0.6567,0.7764
98679,0.6665,0.6567
98790,0.6665,0.5371
98901,0.6372,0.4175
99012,0.6372,0.3101
99123,0.6372,0.1904
99234,0.6372,0.1001
99345,0.6177,0.0000
99456,0.6177,-0.1196
99567,0.6274,-0.2173
99678,0.6274,-0.3174
99789,0.6274,-0.4272
99900,0.5884,-0.5273
100011,0.6079,-0.6567
100122,0.5591,-0.7349
100233,0.5371,-0.8447
100344,0.4883,-0.9448
100455,0.4297,-1.0547
100566,0.3394,-1.1353
100677,0.2588,-1.2329
100788,0.1294,-1.3232
100899,0.0000,-1.3721
101010,-0.1001,-1.4722
101121,-0.2075,-1.5234
101232,-0.3076,-1.5820
101343,-0.3979,-1.6309
101454,-0.4468,-1.6821
101565,-0.4980,-1.7212
101676,-0.5371,-1.8018
101787,-0.5762,-1.8408
101898,-0.6274,-1.8896
102009,-0.6860,-1.9409
102120,-0.7056,-2.0093
102231,-0.7153,-2.0605
102342,-0.7764,-2.1289
102453,-0.7666,-2.1899
102564,-0.8252,-2.2583
102675,-0.8350,-2.3389
102786,-0.8545,-2.4292
102897,-0.8862,-2.5073
103008,-0.9155,-2.5684
103119,-0.9448,-2.6367
103230,-0.9839,-2.6782
103341,-0.9937,-2.7368
103452,-1.0547,-2.7954
103563,-1.0645,-2.8467
103674,-1.0938,-2.8857
103785,-1.1230,-2.9565
103896,-1.1646,-2.9956
104007,-1.1646,-3.0542
104118,-1.1743,-3.1152
104229,-1.2134,-3.1543
104340,-1.2231,-3.1958
104451,-1.2524,-3.2349
104562,-1.2842,-3.2837
104673,-1.2842,-3.3032
104784,-1.3232,-3.3350
104895,-1.3721,-3.3447
105006,-1.3818,-3.3838
105117,-1.3940,-3.3936
105228,-1.3940,-3.4131
105339,-1.4136,-3.4424
105450,-1.4136,-3.4326
105561,-1.4331,-3.4424
105672,-1.4526,-3.4229
105783,-1.4429,-3.4033
105894,-1.4429,-3.3740
106005,-1.4136,-3.2544
106116,-1.4331,-3.1445
106227,-1.4233,-3.0249
106338,-1.4233,-2.9248
106449,-1.4429,-2.8271
106560,-1.4233,-2.7271
106671,-1.4331,-2.6563
106782,-1.4233,-2.5586
106893,-1.4331,-2.4683
107004,-1.4429,-2.3682
107115,-1.4233,-2.2778
107226,-1.4233,-2.1997
107337,-1.4038,-2.0996
107448,-1.3940,-1.9897
107559,-1.4038,-1.8896
107670,-1.4526,-1.7920
107781,-1.4136,-1.6821
107892,-1.4136,-1.5820
108003,-1.4136,-1.4624
108114,-1.3818,-1.3330
108225,-1.3623,-1.1938
108336,-1.4136,-1.0742
108447,-1.3721,-0.9253
108558,-1.3721,-0.8057
108669,-1.3721,-0.6763
108780,-1.3623,-0.5566
108891,-1.4136,-0.4468
109002,-1.3721,-0.3369
109113,-1.3525,-0.2295
109224,-1.3525,-0.1196
109335,-1.3330,-0.0195
109446,-1.3330,0.0806
109557,-1.3428,0.1904
109668,-1.3330,0.3003
